Name,Count (cami2_sample1_abundance),Count (cami2_marine_sample1_abundance_jn05),Count (diff),Proportion_All(%) (cami2_sample1_abundance),Proportion_All(%) (cami2_marine_sample1_abundance_jn05),Proportion_All(%) (diff),Proportion_Classified(%) (cami2_sample1_abundance),Proportion_Classified(%) (cami2_marine_sample1_abundance_jn05),Proportion_Classified(%) (diff)
Archaeoglobus profundus,49,49,+0,0.00298491,0,-0.00298491,0.0253323,0.03,+0.0046677
Archaeoglobus veneficus,2,2,+0,0.000121833,0,-0.000121833,0.00103397,0,-0.00103397
Arthrobacter sp. PAMC 25486,8,10,+2,0.000487332,0,-0.000487332,0.00413588,0.01,+0.00586412
Aurantiacibacter atlanticus,45,42,-3,0.00274124,0,-0.00274124,0.0232644,0.02,-0.0032644
Aurantiacibacter gangjinensis,10,9,-1,0.000609165,0,-0.000609165,0.00516986,0,-0.00516986
Bacillus infantis,495,494,-1,0.0301537,0.03,-0.0001537,0.255908,0.26,+0.004092
Bacillus safensis,416,409,-7,0.0253413,0.02,-0.0053413,0.215066,0.21,-0.005066
Bacillus sp. Pc3,356,336,-20,0.0216863,0.02,-0.0016863,0.184047,0.17,-0.014047
Bacillus velezensis,260,280,+20,0.0158383,0.02,+0.0041617,0.134416,0.14,+0.005584
Bacillus weihaiensis,9,10,+1,0.000548249,0,-0.000548249,0.00465287,0.01,+0.00534713
Bdellovibrio bacteriovorus,107,107,+0,0.00651807,0.01,+0.00348193,0.0553175,0.06,+0.0046825
Belliella baltica,3,3,+0,0.00018275,0,-0.00018275,0.00155096,0,-0.00155096
Bernardetia litoralis,97,96,-1,0.0059089,0.01,+0.0040911,0.0501476,0.05,-0.0001476
Brucella ceti,605,532,-73,0.0368545,0.03,-0.0068545,0.312776,0.28,-0.032776
Brucella pinnipedialis,272,338,+66,0.0165693,0.02,+0.0034307,0.14062,0.17,+0.02938
Brucella sp. 141012304,222,225,+3,0.0135235,0.01,-0.0035235,0.114771,0.12,+0.005229
Brumicola nitratireducens,327,316,-11,0.0199197,0.02,+8.03e-05,0.169054,0.16,-0.009054
Caldithrix abyssi,403,403,+0,0.0245494,0.02,-0.0045494,0.208345,0.21,+0.001655
Campylobacter lari,13,16,+3,0.000791915,0,-0.000791915,0.00672081,0.01,+0.00327919
Campylobacter peloridis,79,79,+0,0.0048124,0,-0.0048124,0.0408419,0.04,-0.0008419
Candidatus Aquiluna sp. UB-MaderosW2red,29,28,-1,0.00176658,0,-0.00176658,0.0149926,0.01,-0.0049926
Candidatus Atelocyanobacterium thalassae,72,72,+0,0.00438599,0,-0.00438599,0.037223,0.04,+0.002777
Candidatus Cenarchaeum symbiosum,37,37,+0,0.00225391,0,-0.00225391,0.0191285,0.02,+0.0008715
Candidatus Endolissoclinum faulkneri,1121,1119,-2,0.0682874,0.07,+0.0017126,0.579541,0.58,+0.000459
Candidatus Filomicrobium marinum,1,N/A,N/A,6.09165e-05,N/A,N/A,0.000516986,N/A,N/A
Candidatus Francisella endociliophora,155,150,-5,0.00944206,0.01,+0.00055794,0.0801328,0.08,-0.0001328
Candidatus Izimoplasma sp. HR1,548,548,+0,0.0333822,0.03,-0.0033822,0.283308,0.28,-0.003308
Candidatus Nitrosopelagicus brevis,N/A,1,N/A,N/A,0,N/A,N/A,0,N/A
Candidatus Nitrosopumilus koreensis,6,6,+0,0.000365499,0,-0.000365499,0.00310191,0,-0.00310191
Candidatus Nitrosopumilus sediminis,369,370,+1,0.0224782,0.02,-0.0024782,0.190768,0.19,-0.000768
Candidatus Pelagibacter communis,94,94,+0,0.00572615,0.01,+0.00427385,0.0485966,0.05,+0.0014034
Candidatus Pelagibacter sp. IMCC9063,7,6,-1,0.000426416,0,-0.000426416,0.0036189,0,-0.0036189
Candidatus Pseudothioglobus singularis,92,94,+2,0.00560432,0.01,+0.00439568,0.0475627,0.05,+0.0024373
Candidatus Puniceispirillum marinum,3,3,+0,0.00018275,0,-0.00018275,0.00155096,0,-0.00155096
Candidatus Ruthturnera calyptogenae,1,N/A,N/A,6.09165e-05,N/A,N/A,0.000516986,N/A,N/A
Candidatus Thioglobus autotrophicus,55,55,+0,0.00335041,0,-0.00335041,0.0284342,0.03,+0.0015658
Candidatus Vesicomyidisocius calyptogenae,1,1,+0,6.09165e-05,0,-6.09165e-05,0.000516986,0,-0.000516986
Carnobacterium sp. 17-4,143,138,-5,0.00871106,0.01,+0.00128894,0.0739289,0.07,-0.0039289
Celeribacter indicus,521,527,+6,0.0317375,0.03,-0.0017375,0.269349,0.27,+0.000651
Celeribacter marinus,93,91,-2,0.00566524,0.01,+0.00433476,0.0480797,0.05,+0.0019203
Cellulophaga algicola,34,36,+2,0.00207116,0,-0.00207116,0.0175775,0.02,+0.0024225
Cellulophaga baltica,215,215,+0,0.0130971,0.01,-0.0030971,0.111152,0.11,-0.001152
Cellulophaga lytica,175,182,+7,0.0106604,0.01,-0.0006604,0.0904725,0.09,-0.0004725
Cereibacter sphaeroides,145,143,-2,0.00883289,0.01,+0.00116711,0.0749629,0.07,-0.0049629
Chlorobium phaeobacteroides,6,5,-1,0.000365499,0,-0.000365499,0.00310191,0,-0.00310191
Chlorobium phaeovibrioides,32,31,-1,0.00194933,0,-0.00194933,0.0165435,0.02,+0.0034565
Chloroherpeton thalassium,849,849,+0,0.0517181,0.05,-0.0017181,0.438921,0.44,+0.001079
Christiangramia forsetii,3,1,-2,0.00018275,0,-0.00018275,0.00155096,0,-0.00155096
Christiangramia salexigens,6,2,-4,0.000365499,0,-0.000365499,0.00310191,0,-0.00310191
Chromohalobacter israelensis,19,15,-4,0.00115741,0,-0.00115741,0.00982273,0.01,+0.00017727
Citromicrobium sp. JL477,63,63,+0,0.00383774,0,-0.00383774,0.0325701,0.03,-0.0025701
Clostridium botulinum,393,388,-5,0.0239402,0.02,-0.0039402,0.203175,0.2,-0.003175
Colwellia psychrerythraea,741,749,+8,0.0451391,0.05,+0.0048609,0.383086,0.39,+0.006914
Colwellia sp. MT41,180,177,-3,0.010965,0.01,-0.000965,0.0930574,0.09,-0.0030574
Colwellia sp. PAMC 20917,16,12,-4,0.000974664,0,-0.000974664,0.00827177,0.01,+0.00172823
Coraliomargarita akajimensis,1,1,+0,6.09165e-05,0,-6.09165e-05,0.000516986,0,-0.000516986
Corallococcus macrosporus,9,8,-1,0.000548249,0,-0.000548249,0.00465287,0,-0.00465287
Corynebacterium marinum,6,7,+1,0.000365499,0,-0.000365499,0.00310191,0,-0.00310191
Corynebacterium maris,11,13,+2,0.000670082,0,-0.000670082,0.00568684,0.01,+0.00431316
Corynebacterium phocae,734,735,+1,0.0447127,0.04,-0.0047127,0.379467,0.38,+0.000533
Corynebacterium sphenisci,39,38,-1,0.00237574,0,-0.00237574,0.0201624,0.02,-0.0001624
Corynebacterium stationis,9,6,-3,0.000548249,0,-0.000548249,0.00465287,0,-0.00465287
Croceibacter atlanticus,3,3,+0,0.00018275,0,-0.00018275,0.00155096,0,-0.00155096
Croceibacterium atlanticum,9,12,+3,0.000548249,0,-0.000548249,0.00465287,0.01,+0.00534713
Croceicoccus naphthovorans,13,12,-1,0.000791915,0,-0.000791915,0.00672081,0.01,+0.00327919
Crocosphaera subtropica,94,93,-1,0.00572615,0.01,+0.00427385,0.0485966,0.05,+0.0014034
Cupriavidus malaysiensis,124,126,+2,0.00755365,0.01,+0.00244635,0.0641062,0.07,+0.0058938
Cyclobacterium amurskyense,448,449,+1,0.0272906,0.03,+0.0027094,0.23161,0.23,-0.00161
Cyclobacterium marinum,125,124,-1,0.00761456,0.01,+0.00238544,0.0646232,0.06,-0.0046232
Cycloclasticus sp. P1,1886,2029,+143,0.114889,0.12,+0.005111,0.975035,1.05,+0.074965
Cycloclasticus zancles,1728,1582,-146,0.105264,0.1,-0.005264,0.893351,0.82,-0.073351
Denitrovibrio acetiphilus,51,49,-2,0.00310674,0,-0.00310674,0.0263663,0.03,+0.0036337
Desulfobacula toluolica,2252,2248,-4,0.137184,0.14,+0.002816,1.16425,1.16,-0.00425
Desulfocapsa sulfexigens,638,639,+1,0.0388647,0.04,+0.0011353,0.329837,0.33,+0.000163
Desulfococcus multivorans,1194,1195,+1,0.0727343,0.07,-0.0027343,0.617281,0.62,+0.002719
Desulfocurvibacter africanus,298,298,+0,0.0181531,0.02,+0.0018469,0.154062,0.15,-0.004062
Desulforamulus reducens,205,206,+1,0.0124879,0.01,-0.0024879,0.105982,0.11,+0.004018
Desulforapulum autotrophicum,1220,1220,+0,0.0743181,0.07,-0.0043181,0.630722,0.63,-0.000722
Desulfotalea psychrophila,1022,1019,-3,0.0622567,0.06,-0.0022567,0.528359,0.53,+0.001641
Dinoroseobacter shibae,82,80,-2,0.00499515,0,-0.00499515,0.0423928,0.04,-0.0023928
Dokdonia donghaensis,99,100,+1,0.00603073,0.01,+0.00396927,0.0511816,0.05,-0.0011816
Dokdonia sp. 4H-3-7-5,219,218,-1,0.0133407,0.01,-0.0033407,0.11322,0.11,-0.00322
Dokdonia sp. MED134,46,41,-5,0.00280216,0,-0.00280216,0.0237813,0.02,-0.0037813
Dokdonia sp. PRO95,32,37,+5,0.00194933,0,-0.00194933,0.0165435,0.02,+0.0034565
Draconibacterium orientale,86,86,+0,0.00523882,0.01,+0.00476118,0.0444608,0.04,-0.0044608
Echinicola vietnamensis,196,197,+1,0.0119396,0.01,-0.0019396,0.101329,0.1,-0.001329
Edwardsiella anguillarum,26,25,-1,0.00158383,0,-0.00158383,0.0134416,0.01,-0.0034416
Edwardsiella piscicida,53,60,+7,0.00322858,0,-0.00322858,0.0274002,0.03,+0.0025998
Erythrobacter litoralis,2077,2086,+9,0.126524,0.13,+0.003476,1.07378,1.08,+0.00622
Ferrimonas balearica,5138,5120,-18,0.312989,0.31,-0.002989,2.65627,2.65,-0.00627
Ferroglobus placidus,2,2,+0,0.000121833,0,-0.000121833,0.00103397,0,-0.00103397
Fibrella aestuarina,1,1,+0,6.09165e-05,0,-6.09165e-05,0.000516986,0,-0.000516986
Flagellimonas lutaonensis,53,53,+0,0.00322858,0,-0.00322858,0.0274002,0.03,+0.0025998
Flagellimonas ruestringensis,3,3,+0,0.00018275,0,-0.00018275,0.00155096,0,-0.00155096
Flammeovirga sp. MY04,1653,1659,+6,0.100695,0.1,-0.000695,0.854577,0.86,+0.005423
Flavobacteriaceae bacterium MAR_2010_188,3,3,+0,0.00018275,0,-0.00018275,0.00155096,0,-0.00155096
Flavobacteriaceae bacterium UJ101,101,98,-3,0.00615257,0.01,+0.00384743,0.0522155,0.05,-0.0022155
Flavobacterium crassostreae,5,4,-1,0.000304583,0,-0.000304583,0.00258493,0,-0.00258493
Flavobacterium psychrophilum,698,708,+10,0.0425197,0.04,-0.0025197,0.360856,0.37,+0.009144
Flexistipes sinusarabici,311,311,+0,0.018945,0.02,+0.001055,0.160783,0.16,-0.000783
Formosa agariphila,9,9,+0,0.000548249,0,-0.000548249,0.00465287,0,-0.00465287
Formosa haliotis,158,156,-2,0.00962481,0.01,+0.00037519,0.0816837,0.08,-0.0016837
Formosa sp. Hel1_33_131,5,3,-2,0.000304583,0,-0.000304583,0.00258493,0,-0.00258493
Formosa sp. Hel3_A1_48,26,25,-1,0.00158383,0,-0.00158383,0.0134416,0.01,-0.0034416
Francisella orientalis,205,203,-2,0.0124879,0.01,-0.0024879,0.105982,0.1,-0.005982
Francisella uliginis,103,104,+1,0.0062744,0.01,+0.0037256,0.0532495,0.05,-0.0032495
Geobacillus kaustophilus,142,144,+2,0.00865014,0.01,+0.00134986,0.0734119,0.07,-0.0034119
Geoglobus acetivorans,32,33,+1,0.00194933,0,-0.00194933,0.0165435,0.02,+0.0034565
Geoglobus ahangari,37,37,+0,0.00225391,0,-0.00225391,0.0191285,0.02,+0.0008715
Gillisia sp. Hel1_33_143,7,8,+1,0.000426416,0,-0.000426416,0.0036189,0,-0.0036189
Glaciecola sp. 4H-3-7+YE-5,9,7,-2,0.000548249,0,-0.000548249,0.00465287,0,-0.00465287
Gloeomargarita lithophora,374,374,+0,0.0227828,0.02,-0.0027828,0.193353,0.19,-0.003353
Gramella sp. MAR_2010_102,66,64,-2,0.00402049,0,-0.00402049,0.034121,0.03,-0.004121
Gramella sp. MAR_2010_147,3,2,-1,0.00018275,0,-0.00018275,0.00155096,0,-0.00155096
Hahella chejuensis,8,6,-2,0.000487332,0,-0.000487332,0.00413588,0,-0.00413588
Halanaeroarchaeum sulfurireducens,1,1,+0,6.09165e-05,0,-6.09165e-05,0.000516986,0,-0.000516986
Haliangium ochraceum,3594,3586,-8,0.218934,0.22,+0.001066,1.85805,1.85,-0.00805
Haloarcula hispanica,57,60,+3,0.00347224,0,-0.00347224,0.0294682,0.03,+0.0005318
Haloarcula sp. CBA1115,37,34,-3,0.00225391,0,-0.00225391,0.0191285,0.02,+0.0008715
Halobacteriovorax marinus,53,52,-1,0.00322858,0,-0.00322858,0.0274002,0.03,+0.0025998
Halodesulfurarchaeum formicicum,36,36,+0,0.00219299,0,-0.00219299,0.0186115,0.02,+0.0013885
Haloferax gibbonsii,58,58,+0,0.00353316,0,-0.00353316,0.0299852,0.03,+1.48e-05
Haloferax mediterranei,314,313,-1,0.0191278,0.02,+0.0008722,0.162333,0.16,-0.002333
Halogeometricum borinquense,3,4,+1,0.00018275,0,-0.00018275,0.00155096,0,-0.00155096
Halolamina sediminis,41,41,+0,0.00249758,0,-0.00249758,0.0211964,0.02,-0.0011964
Halomonas aestuarii,22,19,-3,0.00134016,0,-0.00134016,0.0113737,0.01,-0.0013737
Halomonas elongata,16,12,-4,0.000974664,0,-0.000974664,0.00827177,0.01,+0.00172823
Halomonas sp. A3H3,963,951,-12,0.0586626,0.06,+0.0013374,0.497857,0.49,-0.007857
Halomonas sp. R57-5,118,140,+22,0.00718815,0.01,+0.00281185,0.0610043,0.07,+0.0089957
Halopseudomonas litoralis,13,9,-4,0.000791915,0,-0.000791915,0.00672081,0,-0.00672081
Haloquadratum walsbyi,352,353,+1,0.0214426,0.02,-0.0014426,0.181979,0.18,-0.001979
Helicobacter cetorum,102,104,+2,0.00621348,0.01,+0.00378652,0.0527325,0.05,-0.0027325
Helicobacter enhydrae,4,3,-1,0.000243666,0,-0.000243666,0.00206794,0,-0.00206794
Hippea maritima,3,2,-1,0.00018275,0,-0.00018275,0.00155096,0,-0.00155096
Hirschia baltica,29,30,+1,0.00176658,0,-0.00176658,0.0149926,0.02,+0.0050074
Hoeflea sp. IMCC20628,207,207,+0,0.0126097,0.01,-0.0026097,0.107016,0.11,+0.002984
Hydrogenophaga crassostreae,96,93,-3,0.00584799,0.01,+0.00415201,0.0496306,0.05,+0.0003694
Hydrogenovibrio crunogenus,94,92,-2,0.00572615,0.01,+0.00427385,0.0485966,0.05,+0.0014034
Hyperthermus butylicus,4084,4085,+1,0.248783,0.25,+0.001217,2.11137,2.11,-0.00137
Hyphomicrobium nitrativorans,1106,1104,-2,0.0673737,0.07,+0.0026263,0.571786,0.57,-0.001786
Hyphomonas neptunium,347,346,-1,0.021138,0.02,-0.001138,0.179394,0.18,+0.000606
Hyphomonas sp. Mor2,3,1,-2,0.00018275,0,-0.00018275,0.00155096,0,-0.00155096
Idiomarina loihiensis,7,5,-2,0.000426416,0,-0.000426416,0.0036189,0,-0.0036189
Ignicoccus hospitalis,39,39,+0,0.00237574,0,-0.00237574,0.0201624,0.02,-0.0001624
Ignicoccus islandicus,66,63,-3,0.00402049,0,-0.00402049,0.034121,0.03,-0.004121
Ilumatobacter coccineus,1691,1689,-2,0.10301,0.1,-0.00301,0.874223,0.87,-0.004223
Ilyobacter polytropus,163,164,+1,0.00992939,0.01,+7.061e-05,0.0842686,0.08,-0.0042686
Isoalcanivorax pacificus,76,85,+9,0.00462966,0.01,+0.00537034,0.0392909,0.04,+0.0007091
Jannaschia sp. CCS1,88,86,-2,0.00536065,0.01,+0.00463935,0.0454947,0.04,-0.0054947
Kangiella geojedonensis,427,425,-2,0.0260114,0.03,+0.0039886,0.220753,0.22,-0.000753
Kangiella koreensis,5,7,+2,0.000304583,0,-0.000304583,0.00258493,0,-0.00258493
Kangiella sediminilitoris,85,83,-2,0.0051779,0.01,+0.0048221,0.0439438,0.04,-0.0039438
Kiritimatiella glycovorans,167,167,+0,0.0101731,0.01,-0.0001731,0.0863366,0.09,+0.0036634
Kosmotoga olearia,1,1,+0,6.09165e-05,0,-6.09165e-05,0.000516986,0,-0.000516986
Kosmotoga pacifica,1,3,+2,6.09165e-05,0,-6.09165e-05,0.000516986,0,-0.000516986
Kytococcus sedentarius,9,5,-4,0.000548249,0,-0.000548249,0.00465287,0,-0.00465287
Lacimicrobium alkaliphilum,290,289,-1,0.0176658,0.02,+0.0023342,0.149926,0.15,+7.4e-05
Lacinutrix sp. 5H-3-7-4,174,170,-4,0.0105995,0.01,-0.0005995,0.0899555,0.09,+4.45e-05
Lactococcus garvieae,8,7,-1,0.000487332,0,-0.000487332,0.00413588,0,-0.00413588
Leisingera methylohalidivorans,11,10,-1,0.000670082,0,-0.000670082,0.00568684,0.01,+0.00431316
Leuconostoc lactis,1,N/A,N/A,6.09165e-05,N/A,N/A,0.000516986,N/A,N/A
Luteimonas sp. JM171,110,111,+1,0.00670082,0.01,+0.00329918,0.0568684,0.06,+0.0031316
Magnetococcus marinus,923,929,+6,0.0562259,0.06,+0.0037741,0.477178,0.48,+0.002822
Magnetospira sp. QH-2,807,806,-1,0.0491596,0.05,+0.0008404,0.417207,0.42,+0.002793
Maribacter sp. 1_2014MBL_MicDiv,2,2,+0,0.000121833,0,-0.000121833,0.00103397,0,-0.00103397
Maribacter sp. HTCC2170,183,182,-1,0.0111477,0.01,-0.0011477,0.0946084,0.09,-0.0046084
Maribacter sp. MAR_2009_60,4,4,+0,0.000243666,0,-0.000243666,0.00206794,0,-0.00206794
Maricaulis maris,34,32,-2,0.00207116,0,-0.00207116,0.0175775,0.02,+0.0024225
Maridesulfovibrio hydrothermalis,1618,1616,-2,0.0985629,0.1,+0.0014371,0.836483,0.84,+0.003517
Maridesulfovibrio salexigens,239,243,+4,0.014559,0.01,-0.004559,0.12356,0.13,+0.00644
Marinithermus hydrothermalis,174,172,-2,0.0105995,0.01,-0.0005995,0.0899555,0.09,+4.45e-05
Marinitoga piezophila,128,112,-16,0.00779731,0.01,+0.00220269,0.0661742,0.06,-0.0061742
Marinitoga sp. 1137,98,114,+16,0.00596982,0.01,+0.00403018,0.0506646,0.06,+0.0093354
Marinobacter adhaerens,374,337,-37,0.0227828,0.02,-0.0027828,0.193353,0.17,-0.023353
Marinobacter nauticus,77,87,+10,0.00469057,0.01,+0.00530943,0.0398079,0.04,+0.0001921
Marinobacter psychrophilus,57,62,+5,0.00347224,0,-0.00347224,0.0294682,0.03,+0.0005318
Marinobacter salarius,661,668,+7,0.0402658,0.04,-0.0002658,0.341727,0.35,+0.008273
Marinobacter salinus,18,14,-4,0.0010965,0,-0.0010965,0.00930574,0.01,+0.00069426
Marinobacter similis,194,189,-5,0.0118178,0.01,-0.0018178,0.100295,0.1,-0.000295
Marinobacter sp. BSs20148,106,105,-1,0.00645715,0.01,+0.00354285,0.0548005,0.05,-0.0048005
Marinobacter sp. CP1,910,941,+31,0.055434,0.06,+0.004566,0.470457,0.49,+0.019543
Marinobacterium aestuarii,152,148,-4,0.00925931,0.01,+0.00074069,0.0785818,0.08,+0.0014182
Marinomonas mediterranea,301,324,+23,0.0183359,0.02,+0.0016641,0.155613,0.17,+0.014387
Marinomonas posidonica,1688,1688,+0,0.102827,0.1,-0.002827,0.872672,0.87,-0.002672
Marinomonas sp. MWYL1,30,20,-10,0.0018275,0,-0.0018275,0.0155096,0.01,-0.0055096
Marinovum algicola,14,14,+0,0.000852831,0,-0.000852831,0.0072378,0.01,+0.0027622
Marivirga tractuosa,1318,1316,-2,0.080288,0.08,-0.000288,0.681387,0.68,-0.001387
Marivivens sp. JLT3646,4,4,+0,0.000243666,0,-0.000243666,0.00206794,0,-0.00206794
Methanocaldococcus bathoardescens,6,8,+2,0.000365499,0,-0.000365499,0.00310191,0,-0.00310191
Methanocaldococcus fervens,2,2,+0,0.000121833,0,-0.000121833,0.00103397,0,-0.00103397
Methanocaldococcus infernus,2,2,+0,0.000121833,0,-0.000121833,0.00103397,0,-0.00103397
Methanocaldococcus jannaschii,62,60,-2,0.00377682,0,-0.00377682,0.0320531,0.03,-0.0020531
Methanocaldococcus sp. FS406-22,49,49,+0,0.00298491,0,-0.00298491,0.0253323,0.03,+0.0046677
Methanocaldococcus vulcanius,62,63,+1,0.00377682,0,-0.00377682,0.0320531,0.03,-0.0020531
Methanococcoides methylutens,26,26,+0,0.00158383,0,-0.00158383,0.0134416,0.01,-0.0034416
Methanococcus aeolicus,126,126,+0,0.00767548,0.01,+0.00232452,0.0651402,0.07,+0.0048598
Methanococcus maripaludis,11,10,-1,0.000670082,0,-0.000670082,0.00568684,0.01,+0.00431316
Methanococcus voltae,2,2,+0,0.000121833,0,-0.000121833,0.00103397,0,-0.00103397
Methanoculleus marisnigri,1,N/A,N/A,6.09165e-05,N/A,N/A,0.000516986,N/A,N/A
Methanohalobium evestigatum,1,N/A,N/A,6.09165e-05,N/A,N/A,0.000516986,N/A,N/A
Methanohalophilus halophilus,243,242,-1,0.0148027,0.01,-0.0048027,0.125627,0.13,+0.004373
Methanopyrus kandleri,78,78,+0,0.00475149,0,-0.00475149,0.0403249,0.04,-0.0003249
Methanosarcina acetivorans,285,264,-21,0.0173612,0.02,+0.0026388,0.147341,0.14,-0.007341
Methanosarcina siciliae,1202,1227,+25,0.0732216,0.07,-0.0032216,0.621417,0.63,+0.008583
Methanosarcina sp. MTP4,78,81,+3,0.00475149,0,-0.00475149,0.0403249,0.04,-0.0003249
Methanosarcina sp. WH1,155,149,-6,0.00944206,0.01,+0.00055794,0.0801328,0.08,-0.0001328
Methanothermococcus okinawensis,59,60,+1,0.00359407,0,-0.00359407,0.0305021,0.03,-0.0005021
Methanotorris igneus,40,40,+0,0.00243666,0,-0.00243666,0.0206794,0.02,-0.0006794
Methyloceanibacter caenitepidi,513,510,-3,0.0312502,0.03,-0.0012502,0.265214,0.26,-0.005214
Methylomonas methanica,858,855,-3,0.0522664,0.05,-0.0022664,0.443574,0.44,-0.003574
Methylophaga frappieri,94,90,-4,0.00572615,0.01,+0.00427385,0.0485966,0.05,+0.0014034
Methylophaga nitratireducenticrescens,5,5,+0,0.000304583,0,-0.000304583,0.00258493,0,-0.00258493
Methylophilales bacterium MBRS-H7,7,8,+1,0.000426416,0,-0.000426416,0.0036189,0,-0.0036189
Methylophilales bacterium MBRSF5,57,56,-1,0.00347224,0,-0.00347224,0.0294682,0.03,+0.0005318
Methylophilales bacterium MBRSG12,11,10,-1,0.000670082,0,-0.000670082,0.00568684,0.01,+0.00431316
Microbacterium sp. LKL04,558,553,-5,0.0339914,0.03,-0.0039914,0.288478,0.29,+0.001522
Micromonospora krabiensis,12,11,-1,0.000730998,0,-0.000730998,0.00620383,0.01,+0.00379617
Micromonospora maris,184,178,-6,0.0112086,0.01,-0.0012086,0.0951253,0.09,-0.0051253
Moorena producens,489,489,+0,0.0297882,0.03,+0.0002118,0.252806,0.25,-0.002806
Moritella viscosa,1924,1921,-3,0.117203,0.12,+0.002797,0.99468,0.99,-0.00468
Mycobacteroides chelonae,218,221,+3,0.0132798,0.01,-0.0032798,0.112703,0.11,-0.002703
Mycolicibacterium chubuense,5,7,+2,0.000304583,0,-0.000304583,0.00258493,0,-0.00258493
Mycolicibacterium rhodesiae,8,8,+0,0.000487332,0,-0.000487332,0.00413588,0,-0.00413588
Myroides profundi,66,66,+0,0.00402049,0,-0.00402049,0.034121,0.03,-0.004121
Nanoarchaeum equitans,49,49,+0,0.00298491,0,-0.00298491,0.0253323,0.03,+0.0046677
Nanohaloarchaea archaeon SG9,102,102,+0,0.00621348,0.01,+0.00378652,0.0527325,0.05,-0.0027325
Nautilia profundicola,37,35,-2,0.00225391,0,-0.00225391,0.0191285,0.02,+0.0008715
Neorickettsia helminthoeca,39,39,+0,0.00237574,0,-0.00237574,0.0201624,0.02,-0.0001624
Nitratifractor salsuginis,77,73,-4,0.00469057,0,-0.00469057,0.0398079,0.04,+0.0001921
Nitratiruptor sp. SB155-2,33,32,-1,0.00201024,0,-0.00201024,0.0170605,0.02,+0.0029395
