Name,Count (cami2_sample7_abundance),Count (cami2_marine_sample7_abundance_jn05),Count (diff),Proportion_All(%) (cami2_sample7_abundance),Proportion_All(%) (cami2_marine_sample7_abundance_jn05),Proportion_All(%) (diff),Proportion_Classified(%) (cami2_sample7_abundance),Proportion_Classified(%) (cami2_marine_sample7_abundance_jn05),Proportion_Classified(%) (diff)
Dokdonia sp. MED134,100,88,-12,0.00620263,0.01,+0.00379737,0.0501927,0.04,-0.0101927
Dokdonia sp. PRO95,44,49,+5,0.00272916,0,-0.00272916,0.0220848,0.02,-0.0020848
Draconibacterium orientale,796,794,-2,0.0493729,0.05,+0.0006271,0.399534,0.4,+0.000466
Echinicola vietnamensis,6,2,-4,0.000372158,0,-0.000372158,0.00301156,0,-0.00301156
Edwardsiella anguillarum,44,34,-10,0.00272916,0,-0.00272916,0.0220848,0.02,-0.0020848
Edwardsiella piscicida,194,209,+15,0.0120331,0.01,-0.0020331,0.0973739,0.1,+0.0026261
Erythrobacter litoralis,2289,2297,+8,0.141978,0.14,-0.001978,1.14891,1.15,+0.00109
Ferrimonas balearica,77,76,-1,0.00477602,0,-0.00477602,0.0386484,0.04,+0.0013516
Fervidobacterium pennivorans,44,45,+1,0.00272916,0,-0.00272916,0.0220848,0.02,-0.0020848
Fibrella aestuarina,2,2,+0,0.000124053,0,-0.000124053,0.00100385,0,-0.00100385
Flagellimonas lutaonensis,90,90,+0,0.00558236,0.01,+0.00441764,0.0451735,0.05,+0.0048265
Flagellimonas ruestringensis,113,113,+0,0.00700897,0.01,+0.00299103,0.0567178,0.06,+0.0032822
Flammeovirga sp. MY04,3110,3119,+9,0.192902,0.19,-0.002902,1.56099,1.57,+0.00901
Flavobacteriaceae bacterium MAR_2010_188,5,3,-2,0.000310131,0,-0.000310131,0.00250964,0,-0.00250964
Flavobacteriaceae bacterium UJ101,189,188,-1,0.011723,0.01,-0.001723,0.0948643,0.09,-0.0048643
Flavobacterium crassostreae,61,58,-3,0.0037836,0,-0.0037836,0.0306176,0.03,-0.0006176
Flavobacterium psychrophilum,2629,2650,+21,0.163067,0.16,-0.003067,1.31957,1.33,+0.01043
Flexistipes sinusarabici,157,157,+0,0.00973813,0.01,+0.00026187,0.0788026,0.08,+0.0011974
Formosa agariphila,12,11,-1,0.000744315,0,-0.000744315,0.00602313,0.01,+0.00397687
Formosa haliotis,64,67,+3,0.00396968,0,-0.00396968,0.0321234,0.03,-0.0021234
Formosa sp. Hel1_33_131,4,5,+1,0.000248105,0,-0.000248105,0.00200771,0,-0.00200771
Formosa sp. Hel3_A1_48,47,47,+0,0.00291523,0,-0.00291523,0.0235906,0.02,-0.0035906
Francisella orientalis,21,20,-1,0.00130255,0,-0.00130255,0.0105405,0.01,-0.0005405
Francisella uliginis,41,38,-3,0.00254308,0,-0.00254308,0.020579,0.02,-0.000579
Geobacillus kaustophilus,4,7,+3,0.000248105,0,-0.000248105,0.00200771,0,-0.00200771
Gillisia sp. Hel1_33_143,58,61,+3,0.00359752,0,-0.00359752,0.0291118,0.03,+0.0008882
Glaciecola sp. 4H-3-7+YE-5,11,7,-4,0.000682289,0,-0.000682289,0.0055212,0,-0.0055212
Gloeomargarita lithophora,187,187,+0,0.0115989,0.01,-0.0015989,0.0938604,0.09,-0.0038604
Gramella sp. MAR_2010_102,156,153,-3,0.0096761,0.01,+0.0003239,0.0783007,0.08,+0.0016993
Gramella sp. MAR_2010_147,18,16,-2,0.00111647,0,-0.00111647,0.00903469,0.01,+0.00096531
Hahella chejuensis,198,198,+0,0.0122812,0.01,-0.0022812,0.0993816,0.1,+0.0006184
Haliangium ochraceum,3,3,+0,0.000186079,0,-0.000186079,0.00150578,0,-0.00150578
Haloarcula hispanica,36,38,+2,0.00223295,0,-0.00223295,0.0180694,0.02,+0.0019306
Haloarcula sp. CBA1115,40,38,-2,0.00248105,0,-0.00248105,0.0200771,0.02,-7.71e-05
Halobacteriovorax marinus,2,2,+0,0.000124053,0,-0.000124053,0.00100385,0,-0.00100385
Halodesulfurarchaeum formicicum,2,3,+1,0.000124053,0,-0.000124053,0.00100385,0,-0.00100385
Haloferax gibbonsii,7,7,+0,0.000434184,0,-0.000434184,0.00351349,0,-0.00351349
Haloferax mediterranei,106,106,+0,0.00657479,0.01,+0.00342521,0.0532043,0.05,-0.0032043
Halogeometricum borinquense,2,2,+0,0.000124053,0,-0.000124053,0.00100385,0,-0.00100385
Halolamina sediminis,2,2,+0,0.000124053,0,-0.000124053,0.00100385,0,-0.00100385
Halomonas aestuarii,583,580,-3,0.0361613,0.04,+0.0038387,0.292624,0.29,-0.002624
Halomonas elongata,24,25,+1,0.00148863,0,-0.00148863,0.0120463,0.01,-0.0020463
Halomonas sp. A3H3,891,884,-7,0.0552654,0.05,-0.0052654,0.447217,0.44,-0.007217
Halomonas sp. R57-5,121,126,+5,0.00750518,0.01,+0.00249482,0.0607332,0.06,-0.0007332
Halopseudomonas litoralis,15,10,-5,0.000930394,0,-0.000930394,0.00752891,0.01,+0.00247109
Halorhabdus tiamatea,37,37,+0,0.00229497,0,-0.00229497,0.0185713,0.02,+0.0014287
Helicobacter cetorum,3,4,+1,0.000186079,0,-0.000186079,0.00150578,0,-0.00150578
Helicobacter enhydrae,3,3,+0,0.000186079,0,-0.000186079,0.00150578,0,-0.00150578
Hippea maritima,1,1,+0,6.20263e-05,0,-6.20263e-05,0.000501927,0,-0.000501927
Hirschia baltica,46,46,+0,0.00285321,0,-0.00285321,0.0230887,0.02,-0.0030887
Hoeflea sp. IMCC20628,3,3,+0,0.000186079,0,-0.000186079,0.00150578,0,-0.00150578
Hydrogenophaga crassostreae,85,85,+0,0.00527223,0.01,+0.00472777,0.0426638,0.04,-0.0026638
Hydrogenovibrio crunogenus,45,43,-2,0.00279118,0,-0.00279118,0.0225867,0.02,-0.0025867
Hyperthermus butylicus,4627,4626,-1,0.286996,0.29,+0.003004,2.32242,2.32,-0.00242
Hyphomicrobium nitrativorans,814,812,-2,0.0504894,0.05,-0.0004894,0.408569,0.41,+0.001431
Hyphomonas neptunium,94,94,+0,0.00583047,0.01,+0.00416953,0.0471812,0.05,+0.0028188
Hyphomonas sp. Mor2,43,43,+0,0.00266713,0,-0.00266713,0.0215829,0.02,-0.0015829
Idiomarina loihiensis,6,5,-1,0.000372158,0,-0.000372158,0.00301156,0,-0.00301156
Ignicoccus hospitalis,5,4,-1,0.000310131,0,-0.000310131,0.00250964,0,-0.00250964
Ignicoccus islandicus,4,N/A,N/A,0.000248105,N/A,N/A,0.00200771,N/A,N/A
Ilumatobacter coccineus,1149,1147,-2,0.0712682,0.07,-0.0012682,0.576715,0.58,+0.003285
Ilyobacter polytropus,291,287,-4,0.0180496,0.02,+0.0019504,0.146061,0.14,-0.006061
Isoalcanivorax pacificus,9,10,+1,0.000558236,0,-0.000558236,0.00451735,0.01,+0.00548265
Jannaschia sp. CCS1,66,65,-1,0.00409373,0,-0.00409373,0.0331272,0.03,-0.0031272
Kangiella geojedonensis,299,296,-3,0.0185459,0.02,+0.0014541,0.150076,0.15,-7.6e-05
Kangiella koreensis,9,12,+3,0.000558236,0,-0.000558236,0.00451735,0.01,+0.00548265
Kangiella sediminilitoris,37,35,-2,0.00229497,0,-0.00229497,0.0185713,0.02,+0.0014287
Kosmotoga olearia,36,36,+0,0.00223295,0,-0.00223295,0.0180694,0.02,+0.0019306
Kytococcus sedentarius,3,1,-2,0.000186079,0,-0.000186079,0.00150578,0,-0.00150578
Lacimicrobium alkaliphilum,11,8,-3,0.000682289,0,-0.000682289,0.0055212,0,-0.0055212
Lacinutrix sp. 5H-3-7-4,298,297,-1,0.0184838,0.02,+0.0015162,0.149574,0.15,+0.000426
Lactococcus garvieae,97,101,+4,0.00601655,0.01,+0.00398345,0.048687,0.05,+0.001313
Leisingera methylohalidivorans,75,74,-1,0.00465197,0,-0.00465197,0.0376446,0.04,+0.0023554
Leuconostoc lactis,1,1,+0,6.20263e-05,0,-6.20263e-05,0.000501927,0,-0.000501927
Luteimonas sp. JM171,50,51,+1,0.00310131,0,-0.00310131,0.0250964,0.03,+0.0049036
Magnetococcus marinus,374,375,+1,0.0231978,0.02,-0.0031978,0.187721,0.19,+0.002279
Magnetospira sp. QH-2,1061,1058,-3,0.0658099,0.07,+0.0041901,0.532545,0.53,-0.002545
Maribacter sp. 1_2014MBL_MicDiv,424,385,-39,0.0262991,0.02,-0.0062991,0.212817,0.19,-0.022817
Maribacter sp. HTCC2170,5,4,-1,0.000310131,0,-0.000310131,0.00250964,0,-0.00250964
Maribacter sp. MAR_2009_60,334,371,+37,0.0207168,0.02,-0.0007168,0.167644,0.19,+0.022356
Maricaulis maris,53,53,+0,0.00328739,0,-0.00328739,0.0266022,0.03,+0.0033978
Maridesulfovibrio hydrothermalis,1019,1020,+1,0.0632048,0.06,-0.0032048,0.511464,0.51,-0.001464
Maridesulfovibrio salexigens,277,282,+5,0.0171813,0.02,+0.0028187,0.139034,0.14,+0.000966
Marinithermus hydrothermalis,4,4,+0,0.000248105,0,-0.000248105,0.00200771,0,-0.00200771
Marinitoga piezophila,119,115,-4,0.00738113,0.01,+0.00261887,0.0597294,0.06,+0.0002706
Marinitoga sp. 1137,105,111,+6,0.00651276,0.01,+0.00348724,0.0527024,0.06,+0.0072976
Marinobacter adhaerens,131,123,-8,0.00812544,0.01,+0.00187456,0.0657525,0.06,-0.0057525
Marinobacter nauticus,115,123,+8,0.00713302,0.01,+0.00286698,0.0577217,0.06,+0.0022783
Marinobacter psychrophilus,141,153,+12,0.0087457,0.01,+0.0012543,0.0707718,0.08,+0.0092282
Marinobacter salarius,643,639,-4,0.0398829,0.04,+0.0001171,0.322739,0.32,-0.002739
Marinobacter salinus,11,9,-2,0.000682289,0,-0.000682289,0.0055212,0,-0.0055212
Marinobacter similis,64,62,-2,0.00396968,0,-0.00396968,0.0321234,0.03,-0.0021234
Marinobacter sp. BSs20148,232,227,-5,0.0143901,0.01,-0.0043901,0.116447,0.11,-0.006447
Marinobacter sp. CP1,57,60,+3,0.0035355,0,-0.0035355,0.0286099,0.03,+0.0013901
Marinobacterium aestuarii,152,148,-4,0.00942799,0.01,+0.00057201,0.076293,0.07,-0.006293
Marinomonas mediterranea,1058,1078,+20,0.0656238,0.07,+0.0043762,0.531039,0.54,+0.008961
Marinomonas posidonica,1682,1678,-4,0.104328,0.1,-0.004328,0.844242,0.84,-0.004242
Marinomonas sp. MWYL1,325,309,-16,0.0201585,0.02,-0.0001585,0.163126,0.16,-0.003126
Marinovum algicola,40,40,+0,0.00248105,0,-0.00248105,0.0200771,0.02,-7.71e-05
Marivirga tractuosa,421,420,-1,0.0261131,0.03,+0.0038869,0.211311,0.21,-0.001311
Marivivens sp. JLT3646,8,5,-3,0.00049621,0,-0.00049621,0.00401542,0,-0.00401542
Methanocaldococcus bathoardescens,4,5,+1,0.000248105,0,-0.000248105,0.00200771,0,-0.00200771
Methanocaldococcus fervens,1,1,+0,6.20263e-05,0,-6.20263e-05,0.000501927,0,-0.000501927
Methanocaldococcus infernus,1,3,+2,6.20263e-05,0,-6.20263e-05,0.000501927,0,-0.000501927
Methanocaldococcus jannaschii,31,30,-1,0.00192281,0,-0.00192281,0.0155597,0.02,+0.0044403
Methanocaldococcus sp. FS406-22,3,2,-1,0.000186079,0,-0.000186079,0.00150578,0,-0.00150578
Methanocaldococcus vulcanius,125,125,+0,0.00775328,0.01,+0.00224672,0.0627409,0.06,-0.0027409
Methanococcus aeolicus,3,1,-2,0.000186079,0,-0.000186079,0.00150578,0,-0.00150578
Methanococcus maripaludis,47,44,-3,0.00291523,0,-0.00291523,0.0235906,0.02,-0.0035906
Methanococcus vannielii,1,1,+0,6.20263e-05,0,-6.20263e-05,0.000501927,0,-0.000501927
Methanococcus voltae,124,123,-1,0.00769126,0.01,+0.00230874,0.062239,0.06,-0.002239
Methanoculleus marisnigri,1,N/A,N/A,6.20263e-05,N/A,N/A,0.000501927,N/A,N/A
Methanohalophilus halophilus,119,119,+0,0.00738113,0.01,+0.00261887,0.0597294,0.06,+0.0002706
Methanopyrus kandleri,1,1,+0,6.20263e-05,0,-6.20263e-05,0.000501927,0,-0.000501927
Methanosarcina acetivorans,165,129,-36,0.0102343,0.01,-0.0002343,0.082818,0.06,-0.022818
Methanosarcina siciliae,2532,2570,+38,0.157051,0.16,+0.002949,1.27088,1.29,+0.01912
Methanosarcina sp. MTP4,5,6,+1,0.000310131,0,-0.000310131,0.00250964,0,-0.00250964
Methanosarcina sp. WH1,24,20,-4,0.00148863,0,-0.00148863,0.0120463,0.01,-0.0020463
Methanothermococcus okinawensis,87,88,+1,0.00539629,0.01,+0.00460371,0.0436677,0.04,-0.0036677
Methanotorris igneus,1,N/A,N/A,6.20263e-05,N/A,N/A,0.000501927,N/A,N/A
Methyloceanibacter caenitepidi,696,695,-1,0.0431703,0.04,-0.0031703,0.349341,0.35,+0.000659
Methylomonas methanica,1132,1132,+0,0.0702137,0.07,-0.0002137,0.568182,0.57,+0.001818
Methylophaga frappieri,65,58,-7,0.00403171,0,-0.00403171,0.0326253,0.03,-0.0026253
Methylophaga nitratireducenticrescens,6,3,-3,0.000372158,0,-0.000372158,0.00301156,0,-0.00301156
Methylophilales bacterium MBRS-H7,47,43,-4,0.00291523,0,-0.00291523,0.0235906,0.02,-0.0035906
Methylophilales bacterium MBRSF5,275,284,+9,0.0170572,0.02,+0.0029428,0.13803,0.14,+0.00197
Methylophilales bacterium MBRSG12,48,42,-6,0.00297726,0,-0.00297726,0.0240925,0.02,-0.0040925
Microbacterium sp. LKL04,4,3,-1,0.000248105,0,-0.000248105,0.00200771,0,-0.00200771
Micromonospora krabiensis,64,62,-2,0.00396968,0,-0.00396968,0.0321234,0.03,-0.0021234
Micromonospora maris,84,82,-2,0.00521021,0.01,+0.00478979,0.0421619,0.04,-0.0021619
Moorena producens,430,430,+0,0.0266713,0.03,+0.0033287,0.215829,0.22,+0.004171
Moritella viscosa,1172,1169,-3,0.0726948,0.07,-0.0026948,0.588259,0.59,+0.001741
Mycobacteroides chelonae,2,3,+1,0.000124053,0,-0.000124053,0.00100385,0,-0.00100385
Mycolicibacterium chubuense,9,8,-1,0.000558236,0,-0.000558236,0.00451735,0,-0.00451735
Mycolicibacterium rhodesiae,6,6,+0,0.000372158,0,-0.000372158,0.00301156,0,-0.00301156
Myroides profundi,5,4,-1,0.000310131,0,-0.000310131,0.00250964,0,-0.00250964
Nanoarchaeum equitans,29,29,+0,0.00179876,0,-0.00179876,0.0145559,0.01,-0.0045559
Nanohaloarchaea archaeon SG9,51,51,+0,0.00316334,0,-0.00316334,0.0255983,0.03,+0.0044017
Nautilia profundicola,4,4,+0,0.000248105,0,-0.000248105,0.00200771,0,-0.00200771
Neorickettsia helminthoeca,22,22,+0,0.00136458,0,-0.00136458,0.0110424,0.01,-0.0010424
Nitratifractor salsuginis,24,24,+0,0.00148863,0,-0.00148863,0.0120463,0.01,-0.0020463
Nitratiruptor sp. SB155-2,1,1,+0,6.20263e-05,0,-6.20263e-05,0.000501927,0,-0.000501927
Nitrosococcus halophilus,11245,11266,+21,0.697485,0.7,+0.002515,5.64417,5.65,+0.00583
Nitrosococcus oceani,896,883,-13,0.0555755,0.05,-0.0055755,0.449727,0.44,-0.009727
Nitrosopumilus adriaticus,47,46,-1,0.00291523,0,-0.00291523,0.0235906,0.02,-0.0035906
Nitrosopumilus maritimus,70,75,+5,0.00434184,0,-0.00434184,0.0351349,0.04,+0.0048651
Nitrosopumilus piranensis,66,62,-4,0.00409373,0,-0.00409373,0.0331272,0.03,-0.0031272
Nocardia seriolae,7,9,+2,0.000434184,0,-0.000434184,0.00351349,0,-0.00351349
Nocardiopsis dassonvillei,9,9,+0,0.000558236,0,-0.000558236,0.00451735,0,-0.00451735
Nodularia spumigena,276,273,-3,0.0171193,0.02,+0.0028807,0.138532,0.14,+0.001468
