Name,Count (cami2_sample4_abundance),Count (cami2_marine_sample4_abundance_jn05),Count (diff),Proportion_All(%) (cami2_sample4_abundance),Proportion_All(%) (cami2_marine_sample4_abundance_jn05),Proportion_All(%) (diff),Proportion_Classified(%) (cami2_sample4_abundance),Proportion_Classified(%) (cami2_marine_sample4_abundance_jn05),Proportion_Classified(%) (diff)
Geoglobus ahangari,1,1,+0,6.30707e-05,0,-6.30707e-05,0.000525619,0,-0.000525619
Gillisia sp. Hel1_33_143,11,12,+1,0.000693778,0,-0.000693778,0.00578181,0.01,+0.00421819
Glaciecola sp. 4H-3-7+YE-5,138,136,-2,0.00870376,0.01,+0.00129624,0.0725354,0.07,-0.0025354
Gloeomargarita lithophora,91,91,+0,0.00573943,0.01,+0.00426057,0.0478313,0.05,+0.0021687
Gramella sp. MAR_2010_102,96,95,-1,0.00605479,0.01,+0.00394521,0.0504594,0.05,-0.0004594
Gramella sp. MAR_2010_147,8,4,-4,0.000504566,0,-0.000504566,0.00420495,0,-0.00420495
Hahella chejuensis,182,182,+0,0.0114789,0.01,-0.0014789,0.0956626,0.1,+0.0043374
Halanaeroarchaeum sulfurireducens,22,23,+1,0.00138756,0,-0.00138756,0.0115636,0.01,-0.0015636
Haliangium ochraceum,7,3,-4,0.000441495,0,-0.000441495,0.00367933,0,-0.00367933
Haloarcula hispanica,2,2,+0,0.000126141,0,-0.000126141,0.00105124,0,-0.00105124
Haloarcula sp. CBA1115,3,2,-1,0.000189212,0,-0.000189212,0.00157686,0,-0.00157686
Halobacteriovorax marinus,1,1,+0,6.30707e-05,0,-6.30707e-05,0.000525619,0,-0.000525619
Halodesulfurarchaeum formicicum,1,1,+0,6.30707e-05,0,-6.30707e-05,0.000525619,0,-0.000525619
Halogeometricum borinquense,1,1,+0,6.30707e-05,0,-6.30707e-05,0.000525619,0,-0.000525619
Halolamina sediminis,21,21,+0,0.00132448,0,-0.00132448,0.011038,0.01,-0.001038
Halomonas aestuarii,534,525,-9,0.0336798,0.03,-0.0036798,0.28068,0.28,-0.00068
Halomonas elongata,25,23,-2,0.00157677,0,-0.00157677,0.0131405,0.01,-0.0031405
Halomonas sp. A3H3,1156,1149,-7,0.0729097,0.07,-0.0029097,0.607615,0.6,-0.007615
Halomonas sp. R57-5,142,153,+11,0.00895604,0.01,+0.00104396,0.0746378,0.08,+0.0053622
Halopseudomonas litoralis,12,9,-3,0.000756849,0,-0.000756849,0.00630742,0,-0.00630742
Haloquadratum walsbyi,1,1,+0,6.30707e-05,0,-6.30707e-05,0.000525619,0,-0.000525619
Halorhabdus tiamatea,200,200,+0,0.0126141,0.01,-0.0026141,0.105124,0.11,+0.004876
Helicobacter cetorum,4,5,+1,0.000252283,0,-0.000252283,0.00210247,0,-0.00210247
Hippea maritima,2,N/A,N/A,0.000126141,N/A,N/A,0.00105124,N/A,N/A
Hirschia baltica,1,3,+2,6.30707e-05,0,-6.30707e-05,0.000525619,0,-0.000525619
Hoeflea sp. IMCC20628,6,5,-1,0.000378424,0,-0.000378424,0.00315371,0,-0.00315371
Hydrogenophaga crassostreae,7,3,-4,0.000441495,0,-0.000441495,0.00367933,0,-0.00367933
Hydrogenovibrio crunogenus,65,65,+0,0.0040996,0,-0.0040996,0.0341652,0.03,-0.0041652
Hyperthermus butylicus,2965,2967,+2,0.187005,0.19,+0.002995,1.55846,1.56,+0.00154
Hyphomicrobium nitrativorans,1338,1338,+0,0.0843886,0.08,-0.0043886,0.703278,0.7,-0.003278
Hyphomonas neptunium,619,617,-2,0.0390408,0.04,+0.0009592,0.325358,0.32,-0.005358
Hyphomonas sp. Mor2,5,6,+1,0.000315354,0,-0.000315354,0.00262809,0,-0.00262809
Idiomarina loihiensis,37,36,-1,0.00233362,0,-0.00233362,0.0194479,0.02,+0.0005521
Ignicoccus hospitalis,36,35,-1,0.00227055,0,-0.00227055,0.0189223,0.02,+0.0010777
Ignicoccus islandicus,1,N/A,N/A,6.30707e-05,N/A,N/A,0.000525619,N/A,N/A
Ilumatobacter coccineus,2161,2161,+0,0.136296,0.14,+0.003704,1.13586,1.14,+0.00414
Ilyobacter polytropus,42,41,-1,0.00264897,0,-0.00264897,0.022076,0.02,-0.002076
Isoalcanivorax pacificus,60,61,+1,0.00378424,0,-0.00378424,0.0315371,0.03,-0.0015371
Jannaschia sp. CCS1,189,186,-3,0.0119204,0.01,-0.0019204,0.0993419,0.1,+0.0006581
Kangiella geojedonensis,62,59,-3,0.00391038,0,-0.00391038,0.0325884,0.03,-0.0025884
Kangiella koreensis,90,91,+1,0.00567636,0.01,+0.00432364,0.0473057,0.05,+0.0026943
Kangiella sediminilitoris,2,2,+0,0.000126141,0,-0.000126141,0.00105124,0,-0.00105124
Kiritimatiella glycovorans,5,3,-2,0.000315354,0,-0.000315354,0.00262809,0,-0.00262809
Kosmotoga olearia,1,N/A,N/A,6.30707e-05,N/A,N/A,0.000525619,N/A,N/A
Kosmotoga pacifica,N/A,1,N/A,N/A,0,N/A,N/A,0,N/A
Kytococcus sedentarius,2,1,-1,0.000126141,0,-0.000126141,0.00105124,0,-0.00105124
Lacimicrobium alkaliphilum,12,7,-5,0.000756849,0,-0.000756849,0.00630742,0,-0.00630742
Lacinutrix sp. 5H-3-7-4,409,407,-2,0.0257959,0.03,+0.0042041,0.214978,0.21,-0.004978
Lactococcus garvieae,58,57,-1,0.0036581,0,-0.0036581,0.0304859,0.03,-0.0004859
Leisingera methylohalidivorans,56,53,-3,0.00353196,0,-0.00353196,0.0294346,0.03,+0.0005654
Leuconostoc lactis,16,16,+0,0.00100913,0,-0.00100913,0.0084099,0.01,+0.0015901
Luteimonas sp. JM171,4,5,+1,0.000252283,0,-0.000252283,0.00210247,0,-0.00210247
Magnetococcus marinus,6,9,+3,0.000378424,0,-0.000378424,0.00315371,0,-0.00315371
Magnetospira sp. QH-2,1040,1039,-1,0.0655935,0.07,+0.0044065,0.546643,0.55,+0.003357
Maribacter sp. 1_2014MBL_MicDiv,221,210,-11,0.0139386,0.01,-0.0039386,0.116162,0.11,-0.006162
Maribacter sp. HTCC2170,211,208,-3,0.0133079,0.01,-0.0033079,0.110906,0.11,-0.000906
Maribacter sp. MAR_2009_60,288,299,+11,0.0181644,0.02,+0.0018356,0.151378,0.16,+0.008622
Maricaulis maris,7,7,+0,0.000441495,0,-0.000441495,0.00367933,0,-0.00367933
Maridesulfovibrio hydrothermalis,5,6,+1,0.000315354,0,-0.000315354,0.00262809,0,-0.00262809
Maridesulfovibrio salexigens,3,4,+1,0.000189212,0,-0.000189212,0.00157686,0,-0.00157686
Marinithermus hydrothermalis,3,3,+0,0.000189212,0,-0.000189212,0.00157686,0,-0.00157686
Marinitoga piezophila,76,71,-5,0.00479337,0,-0.00479337,0.039947,0.04,+5.3e-05
Marinitoga sp. 1137,87,92,+5,0.00548715,0.01,+0.00451285,0.0457288,0.05,+0.0042712
Marinobacter adhaerens,78,72,-6,0.00491952,0,-0.00491952,0.0409983,0.04,-0.0009983
Marinobacter nauticus,302,311,+9,0.0190474,0.02,+0.0009526,0.158737,0.16,+0.001263
Marinobacter psychrophilus,167,191,+24,0.0105328,0.01,-0.0005328,0.0877783,0.1,+0.0122217
Marinobacter salarius,108,106,-2,0.00681164,0.01,+0.00318836,0.0567668,0.06,+0.0032332
Marinobacter salinus,82,76,-6,0.0051718,0,-0.0051718,0.0431007,0.04,-0.0031007
Marinobacter similis,221,220,-1,0.0139386,0.01,-0.0039386,0.116162,0.12,+0.003838
Marinobacter sp. BSs20148,430,416,-14,0.0271204,0.03,+0.0028796,0.226016,0.22,-0.006016
Marinobacter sp. CP1,52,50,-2,0.00327968,0,-0.00327968,0.0273322,0.03,+0.0026678
Marinobacterium aestuarii,215,207,-8,0.0135602,0.01,-0.0035602,0.113008,0.11,-0.003008
Marinomonas mediterranea,105,116,+11,0.00662242,0.01,+0.00337758,0.05519,0.06,+0.00481
Marinomonas posidonica,3423,3417,-6,0.215891,0.22,+0.004109,1.79919,1.8,+0.00081
Marinomonas sp. MWYL1,114,104,-10,0.00719006,0.01,+0.00280994,0.0599205,0.05,-0.0099205
Marinovum algicola,25,22,-3,0.00157677,0,-0.00157677,0.0131405,0.01,-0.0031405
Marivirga tractuosa,163,163,+0,0.0102805,0.01,-0.0002805,0.0856758,0.09,+0.0043242
Marivivens sp. JLT3646,13,13,+0,0.000819919,0,-0.000819919,0.00683304,0.01,+0.00316696
Methanocaldococcus bathoardescens,3,3,+0,0.000189212,0,-0.000189212,0.00157686,0,-0.00157686
Methanocaldococcus fervens,4,2,-2,0.000252283,0,-0.000252283,0.00210247,0,-0.00210247
Methanocaldococcus infernus,N/A,1,N/A,N/A,0,N/A,N/A,0,N/A
Methanocaldococcus jannaschii,1,1,+0,6.30707e-05,0,-6.30707e-05,0.000525619,0,-0.000525619
Methanocaldococcus sp. FS406-22,21,21,+0,0.00132448,0,-0.00132448,0.011038,0.01,-0.001038
Methanocaldococcus vulcanius,66,66,+0,0.00416267,0,-0.00416267,0.0346908,0.03,-0.0046908
Methanococcoides methylutens,4,4,+0,0.000252283,0,-0.000252283,0.00210247,0,-0.00210247
Methanococcus maripaludis,179,180,+1,0.0112897,0.01,-0.0012897,0.0940857,0.09,-0.0040857
Methanococcus vannielii,2,2,+0,0.000126141,0,-0.000126141,0.00105124,0,-0.00105124
Methanococcus voltae,52,52,+0,0.00327968,0,-0.00327968,0.0273322,0.03,+0.0026678
Methanoculleus marisnigri,128,128,+0,0.00807305,0.01,+0.00192695,0.0672792,0.07,+0.0027208
Methanohalobium evestigatum,N/A,1,N/A,N/A,0,N/A,N/A,0,N/A
Methanohalophilus halophilus,1,1,+0,6.30707e-05,0,-6.30707e-05,0.000525619,0,-0.000525619
Methanolacinia petrolearia,1,1,+0,6.30707e-05,0,-6.30707e-05,0.000525619,0,-0.000525619
Methanopyrus kandleri,1,1,+0,6.30707e-05,0,-6.30707e-05,0.000525619,0,-0.000525619
Methanosarcina acetivorans,156,132,-24,0.00983903,0.01,+0.00016097,0.0819965,0.07,-0.0119965
Methanosarcina siciliae,2471,2497,+26,0.155848,0.16,+0.004152,1.2988,1.31,+0.0112
Methanosarcina sp. MTP4,93,97,+4,0.00586558,0.01,+0.00413442,0.0488825,0.05,+0.0011175
Methanosarcina sp. WH1,28,23,-5,0.00176598,0,-0.00176598,0.0147173,0.01,-0.0047173
Methanothermococcus okinawensis,1,1,+0,6.30707e-05,0,-6.30707e-05,0.000525619,0,-0.000525619
Methyloceanibacter caenitepidi,2334,2331,-3,0.147207,0.15,+0.002793,1.22679,1.23,+0.00321
Methylomonas methanica,570,569,-1,0.0359503,0.04,+0.0040497,0.299603,0.3,+0.000397
Methylophaga frappieri,41,29,-12,0.0025859,0,-0.0025859,0.0215504,0.02,-0.0015504
Methylophaga nitratireducenticrescens,6,3,-3,0.000378424,0,-0.000378424,0.00315371,0,-0.00315371
Methylophilales bacterium MBRS-H7,48,45,-3,0.00302739,0,-0.00302739,0.0252297,0.02,-0.0052297
Methylophilales bacterium MBRSF5,296,301,+5,0.0186689,0.02,+0.0013311,0.155583,0.16,+0.004417
Methylophilales bacterium MBRSG12,41,38,-3,0.0025859,0,-0.0025859,0.0215504,0.02,-0.0015504
Microbacterium sp. LKL04,5,4,-1,0.000315354,0,-0.000315354,0.00262809,0,-0.00262809
Micromonospora krabiensis,205,201,-4,0.0129295,0.01,-0.0029295,0.107752,0.11,+0.002248
Micromonospora maris,167,160,-7,0.0105328,0.01,-0.0005328,0.0877783,0.08,-0.0077783
Moorena producens,339,339,+0,0.021381,0.02,-0.001381,0.178185,0.18,+0.001815
Moritella viscosa,1684,1680,-4,0.106211,0.11,+0.003789,0.885142,0.88,-0.005142
Mycobacteroides chelonae,4,5,+1,0.000252283,0,-0.000252283,0.00210247,0,-0.00210247
Mycolicibacterium chubuense,11,9,-2,0.000693778,0,-0.000693778,0.00578181,0,-0.00578181
Mycolicibacterium rhodesiae,8,6,-2,0.000504566,0,-0.000504566,0.00420495,0,-0.00420495
Myroides profundi,5,1,-4,0.000315354,0,-0.000315354,0.00262809,0,-0.00262809
Nanoarchaeum equitans,17,17,+0,0.0010722,0,-0.0010722,0.00893552,0.01,+0.00106448
Nautilia profundicola,32,34,+2,0.00201826,0,-0.00201826,0.0168198,0.02,+0.0031802
Nitratifractor salsuginis,32,32,+0,0.00201826,0,-0.00201826,0.0168198,0.02,+0.0031802
Nitratiruptor sp. SB155-2,3,2,-1,0.000189212,0,-0.000189212,0.00157686,0,-0.00157686
Nitrosococcus halophilus,3651,3652,+1,0.230271,0.23,-0.000271,1.91903,1.92,+0.00097
Nitrosococcus oceani,166,161,-5,0.0104697,0.01,-0.0004697,0.0872527,0.08,-0.0072527
Nitrosopumilus adriaticus,4,3,-1,0.000252283,0,-0.000252283,0.00210247,0,-0.00210247
Nitrosopumilus maritimus,33,33,+0,0.00208133,0,-0.00208133,0.0173454,0.02,+0.0026546
Nitrosopumilus piranensis,29,26,-3,0.00182905,0,-0.00182905,0.0152429,0.01,-0.0052429
Nocardia seriolae,301,303,+2,0.0189843,0.02,+0.0010157,0.158211,0.16,+0.001789
Nocardiopsis dassonvillei,15,13,-2,0.000946061,0,-0.000946061,0.00788428,0.01,+0.00211572
Nodularia spumigena,7,5,-2,0.000441495,0,-0.000441495,0.00367933,0,-0.00367933
Nonlabens dokdonensis,415,419,+4,0.0261743,0.03,+0.0038257,0.218132,0.22,+0.001868
