Name,Count (cami2_sample5_abundance),Count (cami2_marine_sample5_abundance_jn05),Count (diff),Proportion_All(%) (cami2_sample5_abundance),Proportion_All(%) (cami2_marine_sample5_abundance_jn05),Proportion_All(%) (diff),Proportion_Classified(%) (cami2_sample5_abundance),Proportion_Classified(%) (cami2_marine_sample5_abundance_jn05),Proportion_Classified(%) (diff)
Alloalcanivorax dieselolei,7,8,+1,0.000428715,0,-0.000428715,0.00336981,0,-0.00336981
Altererythrobacter epoxidivorans,11,15,+4,0.000673695,0,-0.000673695,0.00529541,0.01,+0.00470459
Altererythrobacter ishigakiensis,24,24,+0,0.00146988,0,-0.00146988,0.0115536,0.01,-0.0015536
Alteromonas australica,337,326,-11,0.0206396,0.02,-0.0006396,0.162232,0.16,-0.002232
Alteromonas macleodii,2325,2121,-204,0.142395,0.13,-0.012395,1.11926,1.02,-0.09926
Alteromonas mediterranea,29045,29350,+305,1.77886,1.8,+0.02114,13.9823,14.13,+0.1477
Alteromonas naphthalenivorans,78,72,-6,0.00477711,0,-0.00477711,0.0375493,0.03,-0.0075493
Alteromonas sp. Mex14,132,90,-42,0.00808434,0.01,+0.00191566,0.0635449,0.04,-0.0235449
Alteromonas sp. RW2A1,370,356,-14,0.0226607,0.02,-0.0026607,0.178118,0.17,-0.008118
Alteromonas stellipolaris,170,191,+21,0.0104117,0.01,-0.0004117,0.0818382,0.09,+0.0081618
Aquibium oceanicum,153,158,+5,0.00937049,0.01,+0.00062951,0.0736544,0.08,+0.0063456
Arcanobacterium phocae,87,82,-5,0.00532832,0.01,+0.00467168,0.0418819,0.04,-0.0018819
Archaeoglobus fulgidus,387,388,+1,0.0237018,0.02,-0.0037018,0.186302,0.19,+0.003698
Archaeoglobus veneficus,74,74,+0,0.00453213,0,-0.00453213,0.0356237,0.04,+0.0043763
Arthrobacter sp. PAMC 25486,4,3,-1,0.00024498,0,-0.00024498,0.0019256,0,-0.0019256
Aurantiacibacter atlanticus,9,6,-3,0.000551205,0,-0.000551205,0.00433261,0,-0.00433261
Aurantiacibacter gangjinensis,32,31,-1,0.00195984,0,-0.00195984,0.0154048,0.01,-0.0054048
Bacillus infantis,241,240,-1,0.01476,0.01,-0.00476,0.116018,0.12,+0.003982
Bacillus safensis,120,115,-5,0.0073494,0.01,+0.0026506,0.0577681,0.06,+0.0022319
Bacillus sp. Pc3,21,17,-4,0.00128615,0,-0.00128615,0.0101094,0.01,-0.0001094
Bacillus velezensis,51,51,+0,0.0031235,0,-0.0031235,0.0245515,0.02,-0.0045515
Bacillus weihaiensis,16,10,-6,0.00097992,0,-0.00097992,0.00770242,0,-0.00770242
Bdellovibrio bacteriovorus,1,N/A,N/A,6.1245e-05,N/A,N/A,0.000481401,N/A,N/A
Belliella baltica,53,52,-1,0.00324599,0,-0.00324599,0.0255143,0.03,+0.0044857
Bernardetia litoralis,64,66,+2,0.00391968,0,-0.00391968,0.0308097,0.03,-0.0008097
Brucella ceti,392,346,-46,0.024008,0.02,-0.004008,0.188709,0.17,-0.018709
Brucella pinnipedialis,207,255,+48,0.0126777,0.02,+0.0073223,0.09965,0.12,+0.02035
Brucella sp. 141012304,107,106,-1,0.00655322,0.01,+0.00344678,0.0515099,0.05,-0.0015099
Brumicola nitratireducens,278,271,-7,0.0170261,0.02,+0.0029739,0.133829,0.13,-0.003829
Caldithrix abyssi,499,498,-1,0.0305613,0.03,-0.0005613,0.240219,0.24,-0.000219
Campylobacter lari,7,9,+2,0.000428715,0,-0.000428715,0.00336981,0,-0.00336981
Campylobacter peloridis,10,8,-2,0.00061245,0,-0.00061245,0.00481401,0,-0.00481401
Candidatus Aciduliprofundum boonei,12,12,+0,0.00073494,0,-0.00073494,0.00577681,0.01,+0.00422319
Candidatus Aquiluna sp. UB-MaderosW2red,14,13,-1,0.00085743,0,-0.00085743,0.00673961,0.01,+0.00326039
Candidatus Atelocyanobacterium thalassae,23,20,-3,0.00140864,0,-0.00140864,0.0110722,0.01,-0.0010722
Candidatus Cenarchaeum symbiosum,48,48,+0,0.00293976,0,-0.00293976,0.0231073,0.02,-0.0031073
Candidatus Endolissoclinum faulkneri,537,536,-1,0.0328886,0.03,-0.0028886,0.258512,0.26,+0.001488
Candidatus Filomicrobium marinum,79,80,+1,0.00483836,0,-0.00483836,0.0380307,0.04,+0.0019693
Candidatus Francisella endociliophora,4,3,-1,0.00024498,0,-0.00024498,0.0019256,0,-0.0019256
Candidatus Izimoplasma sp. HR1,424,422,-2,0.0259679,0.03,+0.0040321,0.204114,0.2,-0.004114
Candidatus Nitrosopelagicus brevis,51,51,+0,0.0031235,0,-0.0031235,0.0245515,0.02,-0.0045515
Candidatus Nitrosopumilus koreensis,14,12,-2,0.00085743,0,-0.00085743,0.00673961,0.01,+0.00326039
Candidatus Nitrosopumilus sediminis,162,164,+2,0.00992169,0.01,+7.831e-05,0.077987,0.08,+0.002013
Candidatus Pelagibacter communis,79,79,+0,0.00483836,0,-0.00483836,0.0380307,0.04,+0.0019693
Candidatus Pelagibacter sp. IMCC9063,6,5,-1,0.00036747,0,-0.00036747,0.00288841,0,-0.00288841
Candidatus Pseudothioglobus singularis,46,46,+0,0.00281727,0,-0.00281727,0.0221444,0.02,-0.0021444
Candidatus Puniceispirillum marinum,51,51,+0,0.0031235,0,-0.0031235,0.0245515,0.02,-0.0045515
Candidatus Ruthturnera calyptogenae,25,24,-1,0.00153113,0,-0.00153113,0.012035,0.01,-0.002035
Candidatus Thioglobus autotrophicus,28,28,+0,0.00171486,0,-0.00171486,0.0134792,0.01,-0.0034792
Candidatus Vesicomyidisocius calyptogenae,21,21,+0,0.00128615,0,-0.00128615,0.0101094,0.01,-0.0001094
Carnobacterium sp. 17-4,8,4,-4,0.00048996,0,-0.00048996,0.00385121,0,-0.00385121
Celeribacter indicus,231,236,+5,0.0141476,0.01,-0.0041476,0.111204,0.11,-0.001204
Celeribacter marinus,2,1,-1,0.00012249,0,-0.00012249,0.000962802,0,-0.000962802
Cellulophaga algicola,233,217,-16,0.0142701,0.01,-0.0042701,0.112166,0.1,-0.012166
Cellulophaga baltica,2204,2216,+12,0.134984,0.14,+0.005016,1.06101,1.07,+0.00899
Cellulophaga lytica,617,626,+9,0.0377882,0.04,+0.0022118,0.297024,0.3,+0.002976
Cereibacter sphaeroides,33,31,-2,0.00202109,0,-0.00202109,0.0158862,0.01,-0.0058862
Chlorobium phaeobacteroides,11,9,-2,0.000673695,0,-0.000673695,0.00529541,0,-0.00529541
Chloroherpeton thalassium,39,39,+0,0.00238856,0,-0.00238856,0.0187746,0.02,+0.0012254
Christiangramia forsetii,15,10,-5,0.000918675,0,-0.000918675,0.00722102,0,-0.00722102
Christiangramia salexigens,53,53,+0,0.00324599,0,-0.00324599,0.0255143,0.03,+0.0044857
Chromohalobacter israelensis,88,86,-2,0.00538956,0.01,+0.00461044,0.0423633,0.04,-0.0023633
Citromicrobium sp. JL477,58,60,+2,0.00355221,0,-0.00355221,0.0279213,0.03,+0.0020787
Clostridium botulinum,335,329,-6,0.0205171,0.02,-0.0005171,0.161269,0.16,-0.001269
Colwellia psychrerythraea,115,116,+1,0.00704318,0.01,+0.00295682,0.0553611,0.06,+0.0046389
Colwellia sp. MT41,87,84,-3,0.00532832,0.01,+0.00467168,0.0418819,0.04,-0.0018819
Colwellia sp. PAMC 20917,139,143,+4,0.00851306,0.01,+0.00148694,0.0669147,0.07,+0.0030853
Coraliomargarita akajimensis,4,3,-1,0.00024498,0,-0.00024498,0.0019256,0,-0.0019256
Corallococcus macrosporus,257,257,+0,0.01574,0.02,+0.00426,0.12372,0.12,-0.00372
Corynebacterium marinum,9,11,+2,0.000551205,0,-0.000551205,0.00433261,0.01,+0.00566739
Corynebacterium maris,25,28,+3,0.00153113,0,-0.00153113,0.012035,0.01,-0.002035
Corynebacterium phocae,416,420,+4,0.0254779,0.03,+0.0045221,0.200263,0.2,-0.000263
Corynebacterium sphenisci,5,4,-1,0.000306225,0,-0.000306225,0.00240701,0,-0.00240701
Corynebacterium stationis,24,23,-1,0.00146988,0,-0.00146988,0.0115536,0.01,-0.0015536
Croceibacter atlanticus,34,31,-3,0.00208233,0,-0.00208233,0.0163676,0.01,-0.0063676
Croceibacterium atlanticum,27,30,+3,0.00165362,0,-0.00165362,0.0129978,0.01,-0.0029978
Croceicoccus naphthovorans,14,11,-3,0.00085743,0,-0.00085743,0.00673961,0.01,+0.00326039
Crocosphaera subtropica,276,277,+1,0.0169036,0.02,+0.0030964,0.132867,0.13,-0.002867
Cupriavidus malaysiensis,146,155,+9,0.00894177,0.01,+0.00105823,0.0702846,0.07,-0.0002846
Cyclobacterium amurskyense,72,72,+0,0.00440964,0,-0.00440964,0.0346609,0.03,-0.0046609
Cyclobacterium marinum,8,5,-3,0.00048996,0,-0.00048996,0.00385121,0,-0.00385121
Cycloclasticus sp. P1,3072,3393,+321,0.188145,0.21,+0.021855,1.47886,1.63,+0.15114
Cycloclasticus zancles,3390,3069,-321,0.207621,0.19,-0.017621,1.63195,1.48,-0.15195
Deferribacter desulfuricans,23,21,-2,0.00140864,0,-0.00140864,0.0110722,0.01,-0.0010722
Denitrovibrio acetiphilus,40,40,+0,0.0024498,0,-0.0024498,0.019256,0.02,+0.000744
Desulfobacula toluolica,3810,3805,-5,0.233344,0.23,-0.003344,1.83414,1.83,-0.00414
Desulfocapsa sulfexigens,947,951,+4,0.057999,0.06,+0.002001,0.455887,0.46,+0.004113
Desulfococcus multivorans,581,582,+1,0.0355834,0.04,+0.0044166,0.279694,0.28,+0.000306
Desulfocurvibacter africanus,257,260,+3,0.01574,0.02,+0.00426,0.12372,0.13,+0.00628
Desulforamulus reducens,5,5,+0,0.000306225,0,-0.000306225,0.00240701,0,-0.00240701
Desulforapulum autotrophicum,2950,2952,+2,0.180673,0.18,-0.000673,1.42013,1.42,-0.00013
Desulfotalea psychrophila,2962,2946,-16,0.181408,0.18,-0.001408,1.42591,1.42,-0.00591
Desulfurobacterium thermolithotrophum,1,1,+0,6.1245e-05,0,-6.1245e-05,0.000481401,0,-0.000481401
Dinoroseobacter shibae,249,247,-2,0.01525,0.02,+0.00475,0.119869,0.12,+0.000131
Dokdonia donghaensis,193,197,+4,0.0118203,0.01,-0.0018203,0.0929104,0.09,-0.0029104
Dokdonia sp. 4H-3-7-5,577,573,-4,0.0353384,0.04,+0.0046616,0.277768,0.28,+0.002232
Dokdonia sp. MED134,176,163,-13,0.0107791,0.01,-0.0007791,0.0847266,0.08,-0.0047266
Dokdonia sp. PRO95,85,94,+9,0.00520583,0.01,+0.00479417,0.0409191,0.05,+0.0090809
Draconibacterium orientale,1306,1304,-2,0.079986,0.08,+1.4e-05,0.62871,0.63,+0.00129
Echinicola vietnamensis,186,188,+2,0.0113916,0.01,-0.0013916,0.0895406,0.09,+0.0004594
Edwardsiella anguillarum,33,31,-2,0.00202109,0,-0.00202109,0.0158862,0.01,-0.0058862
Edwardsiella piscicida,126,133,+7,0.00771687,0.01,+0.00228313,0.0606565,0.06,-0.0006565
Erythrobacter litoralis,1368,1374,+6,0.0837832,0.08,-0.0037832,0.658557,0.66,+0.001443
Ferrimonas balearica,250,246,-4,0.0153113,0.02,+0.0046887,0.12035,0.12,-0.00035
Fibrella aestuarina,107,107,+0,0.00655322,0.01,+0.00344678,0.0515099,0.05,-0.0015099
Flagellimonas lutaonensis,62,61,-1,0.00379719,0,-0.00379719,0.0298469,0.03,+0.0001531
Flagellimonas ruestringensis,146,145,-1,0.00894177,0.01,+0.00105823,0.0702846,0.07,-0.0002846
Flammeovirga sp. MY04,3998,4008,+10,0.244858,0.25,+0.005142,1.92464,1.93,+0.00536
Flavobacteriaceae bacterium MAR_2010_188,91,87,-4,0.0055733,0.01,+0.0044267,0.0438075,0.04,-0.0038075
Flavobacteriaceae bacterium UJ101,195,194,-1,0.0119428,0.01,-0.0019428,0.0938732,0.09,-0.0038732
Flavobacterium crassostreae,23,16,-7,0.00140864,0,-0.00140864,0.0110722,0.01,-0.0010722
Flavobacterium psychrophilum,9183,9213,+30,0.562413,0.56,-0.002413,4.42071,4.44,+0.01929
Flexistipes sinusarabici,4,5,+1,0.00024498,0,-0.00024498,0.0019256,0,-0.0019256
Formosa agariphila,21,22,+1,0.00128615,0,-0.00128615,0.0101094,0.01,-0.0001094
Formosa haliotis,253,251,-2,0.015495,0.02,+0.004505,0.121794,0.12,-0.001794
Formosa sp. Hel1_33_131,21,20,-1,0.00128615,0,-0.00128615,0.0101094,0.01,-0.0001094
Formosa sp. Hel3_A1_48,141,142,+1,0.00863555,0.01,+0.00136445,0.0678776,0.07,+0.0021224
Francisella orientalis,136,137,+1,0.00832932,0.01,+0.00167068,0.0654705,0.07,+0.0045295
Francisella uliginis,41,42,+1,0.00251105,0,-0.00251105,0.0197374,0.02,+0.0002626
Geobacillus kaustophilus,92,91,-1,0.00563454,0.01,+0.00436546,0.0442889,0.04,-0.0042889
Geoglobus acetivorans,N/A,1,N/A,N/A,0,N/A,N/A,0,N/A
Geoglobus ahangari,25,23,-2,0.00153113,0,-0.00153113,0.012035,0.01,-0.002035
Gillisia sp. Hel1_33_143,73,73,+0,0.00447089,0,-0.00447089,0.0351423,0.04,+0.0048577
Glaciecola sp. 4H-3-7+YE-5,479,472,-7,0.0293364,0.03,+0.0006636,0.230591,0.23,-0.000591
Gloeomargarita lithophora,145,146,+1,0.00888053,0.01,+0.00111947,0.0698032,0.07,+0.0001968
Gramella sp. MAR_2010_102,107,107,+0,0.00655322,0.01,+0.00344678,0.0515099,0.05,-0.0015099
Gramella sp. MAR_2010_147,13,12,-1,0.000796185,0,-0.000796185,0.00625821,0.01,+0.00374179
Hahella chejuensis,591,589,-2,0.0361958,0.04,+0.0038042,0.284508,0.28,-0.004508
Halanaeroarchaeum sulfurireducens,1,1,+0,6.1245e-05,0,-6.1245e-05,0.000481401,0,-0.000481401
Haliangium ochraceum,3,3,+0,0.000183735,0,-0.000183735,0.0014442,0,-0.0014442
Haloarcula hispanica,48,55,+7,0.00293976,0,-0.00293976,0.0231073,0.03,+0.0068927
Haloarcula sp. CBA1115,67,61,-6,0.00410342,0,-0.00410342,0.0322539,0.03,-0.0022539
Halobacteriovorax marinus,77,77,+0,0.00471587,0,-0.00471587,0.0370679,0.04,+0.0029321
Halodesulfurarchaeum formicicum,1,1,+0,6.1245e-05,0,-6.1245e-05,0.000481401,0,-0.000481401
Haloferax gibbonsii,62,65,+3,0.00379719,0,-0.00379719,0.0298469,0.03,+0.0001531
Haloferax mediterranei,106,104,-2,0.00649197,0.01,+0.00350803,0.0510285,0.05,-0.0010285
Halogeometricum borinquense,39,39,+0,0.00238856,0,-0.00238856,0.0187746,0.02,+0.0012254
Halolamina sediminis,2,1,-1,0.00012249,0,-0.00012249,0.000962802,0,-0.000962802
Halomonas aestuarii,627,621,-6,0.0384006,0.04,+0.0015994,0.301838,0.3,-0.001838
Halomonas elongata,34,35,+1,0.00208233,0,-0.00208233,0.0163676,0.02,+0.0036324
Halomonas sp. A3H3,748,741,-7,0.0458113,0.05,+0.0041887,0.360088,0.36,-8.8e-05
Halomonas sp. R57-5,116,124,+8,0.00710442,0.01,+0.00289558,0.0558425,0.06,+0.0041575
Halopseudomonas litoralis,9,5,-4,0.000551205,0,-0.000551205,0.00433261,0,-0.00433261
Haloquadratum walsbyi,52,52,+0,0.00318474,0,-0.00318474,0.0250329,0.03,+0.0049671
Halorhabdus tiamatea,148,148,+0,0.00906426,0.01,+0.00093574,0.0712474,0.07,-0.0012474
Helicobacter cetorum,3,7,+4,0.000183735,0,-0.000183735,0.0014442,0,-0.0014442
Helicobacter enhydrae,2,1,-1,0.00012249,0,-0.00012249,0.000962802,0,-0.000962802
Hippea maritima,4,2,-2,0.00024498,0,-0.00024498,0.0019256,0,-0.0019256
Hirschia baltica,13,16,+3,0.000796185,0,-0.000796185,0.00625821,0.01,+0.00374179
Hoeflea sp. IMCC20628,42,40,-2,0.00257229,0,-0.00257229,0.0202188,0.02,-0.0002188
Hydrogenophaga crassostreae,4,2,-2,0.00024498,0,-0.00024498,0.0019256,0,-0.0019256
Hydrogenovibrio crunogenus,51,48,-3,0.0031235,0,-0.0031235,0.0245515,0.02,-0.0045515
Hyperthermus butylicus,3033,3034,+1,0.185756,0.19,+0.004244,1.46009,1.46,-9e-05
Hyphomicrobium nitrativorans,420,420,+0,0.0257229,0.03,+0.0042771,0.202188,0.2,-0.002188
Hyphomonas neptunium,209,207,-2,0.0128002,0.01,-0.0028002,0.100613,0.1,-0.000613
Hyphomonas sp. Mor2,N/A,1,N/A,N/A,0,N/A,N/A,0,N/A
Idiomarina loihiensis,7,6,-1,0.000428715,0,-0.000428715,0.00336981,0,-0.00336981
Ignicoccus hospitalis,22,21,-1,0.00134739,0,-0.00134739,0.0105908,0.01,-0.0005908
Ignicoccus islandicus,16,12,-4,0.00097992,0,-0.00097992,0.00770242,0.01,+0.00229758
Ilumatobacter coccineus,1329,1326,-3,0.0813946,0.08,-0.0013946,0.639782,0.64,+0.000218
Ilyobacter polytropus,510,508,-2,0.031235,0.03,-0.001235,0.245515,0.24,-0.005515
Isoalcanivorax pacificus,73,79,+6,0.00447089,0,-0.00447089,0.0351423,0.04,+0.0048577
Jannaschia sp. CCS1,165,163,-2,0.0101054,0.01,-0.0001054,0.0794312,0.08,+0.0005688
Kangiella geojedonensis,207,206,-1,0.0126777,0.01,-0.0026777,0.09965,0.1,+0.00035
Kangiella koreensis,103,106,+3,0.00630824,0.01,+0.00369176,0.0495843,0.05,+0.0004157
Kangiella sediminilitoris,5,3,-2,0.000306225,0,-0.000306225,0.00240701,0,-0.00240701
Kosmotoga olearia,3,1,-2,0.000183735,0,-0.000183735,0.0014442,0,-0.0014442
Kosmotoga pacifica,N/A,2,N/A,N/A,0,N/A,N/A,0,N/A
Kytococcus sedentarius,5,5,+0,0.000306225,0,-0.000306225,0.00240701,0,-0.00240701
Lacimicrobium alkaliphilum,47,44,-3,0.00287852,0,-0.00287852,0.0226259,0.02,-0.0026259
Lacinutrix sp. 5H-3-7-4,334,332,-2,0.0204558,0.02,-0.0004558,0.160788,0.16,-0.000788
Lactococcus garvieae,39,39,+0,0.00238856,0,-0.00238856,0.0187746,0.02,+0.0012254
Leisingera methylohalidivorans,48,46,-2,0.00293976,0,-0.00293976,0.0231073,0.02,-0.0031073
Leuconostoc lactis,2,1,-1,0.00012249,0,-0.00012249,0.000962802,0,-0.000962802
Luteimonas sp. JM171,2,3,+1,0.00012249,0,-0.00012249,0.000962802,0,-0.000962802
Magnetococcus marinus,64,66,+2,0.00391968,0,-0.00391968,0.0308097,0.03,-0.0008097
Magnetospira sp. QH-2,16,14,-2,0.00097992,0,-0.00097992,0.00770242,0.01,+0.00229758
Maribacter sp. 1_2014MBL_MicDiv,701,666,-35,0.0429328,0.04,-0.0029328,0.337462,0.32,-0.017462
Maribacter sp. HTCC2170,76,71,-5,0.00465462,0,-0.00465462,0.0365865,0.03,-0.0065865
Maribacter sp. MAR_2009_60,623,667,+44,0.0381556,0.04,+0.0018444,0.299913,0.32,+0.020087
Maricaulis maris,22,22,+0,0.00134739,0,-0.00134739,0.0105908,0.01,-0.0005908
Maridesulfovibrio hydrothermalis,1207,1205,-2,0.0739227,0.07,-0.0039227,0.581051,0.58,-0.001051
Maridesulfovibrio salexigens,27,32,+5,0.00165362,0,-0.00165362,0.0129978,0.02,+0.0070022
Marinithermus hydrothermalis,45,45,+0,0.00275603,0,-0.00275603,0.021663,0.02,-0.001663
Marinitoga piezophila,36,31,-5,0.00220482,0,-0.00220482,0.0173304,0.01,-0.0073304
Marinitoga sp. 1137,36,42,+6,0.00220482,0,-0.00220482,0.0173304,0.02,+0.0026696
Marinobacter adhaerens,117,109,-8,0.00716567,0.01,+0.00283433,0.0563239,0.05,-0.0063239
Marinobacter nauticus,596,604,+8,0.036502,0.04,+0.003498,0.286915,0.29,+0.003085
Marinobacter psychrophilus,178,194,+16,0.0109016,0.01,-0.0009016,0.0856894,0.09,+0.0043106
Marinobacter salarius,324,330,+6,0.0198434,0.02,+0.0001566,0.155974,0.16,+0.004026
Marinobacter salinus,37,29,-8,0.00226607,0,-0.00226607,0.0178118,0.01,-0.0078118
Marinobacter similis,205,204,-1,0.0125552,0.01,-0.0025552,0.0986872,0.1,+0.0013128
Marinobacter sp. BSs20148,307,303,-4,0.0188022,0.02,+0.0011978,0.14779,0.15,+0.00221
Marinobacter sp. CP1,70,73,+3,0.00428715,0,-0.00428715,0.0336981,0.04,+0.0063019
Marinobacterium aestuarii,166,155,-11,0.0101667,0.01,-0.0001667,0.0799126,0.07,-0.0099126
Marinomonas mediterranea,549,557,+8,0.0336235,0.03,-0.0036235,0.264289,0.27,+0.005711
Marinomonas posidonica,2219,2218,-1,0.135903,0.14,+0.004097,1.06823,1.07,+0.00177
Marinomonas sp. MWYL1,299,290,-9,0.0183123,0.02,+0.0016877,0.143939,0.14,-0.003939
Marinovum algicola,81,78,-3,0.00496085,0,-0.00496085,0.0389935,0.04,+0.0010065
Marivirga tractuosa,383,383,+0,0.0234568,0.02,-0.0034568,0.184377,0.18,-0.004377
Marivivens sp. JLT3646,2,2,+0,0.00012249,0,-0.00012249,0.000962802,0,-0.000962802
Methanocaldococcus bathoardescens,8,14,+6,0.00048996,0,-0.00048996,0.00385121,0.01,+0.00614879
Methanocaldococcus fervens,40,36,-4,0.0024498,0,-0.0024498,0.019256,0.02,+0.000744
Methanocaldococcus infernus,43,43,+0,0.00263354,0,-0.00263354,0.0207002,0.02,-0.0007002
Methanocaldococcus jannaschii,36,34,-2,0.00220482,0,-0.00220482,0.0173304,0.02,+0.0026696
Methanocaldococcus sp. FS406-22,52,51,-1,0.00318474,0,-0.00318474,0.0250329,0.02,-0.0050329
Methanocaldococcus vulcanius,37,37,+0,0.00226607,0,-0.00226607,0.0178118,0.02,+0.0021882
Methanococcoides methylutens,18,18,+0,0.00110241,0,-0.00110241,0.00866522,0.01,+0.00133478
Methanococcus aeolicus,2,2,+0,0.00012249,0,-0.00012249,0.000962802,0,-0.000962802
Methanococcus maripaludis,135,138,+3,0.00826808,0.01,+0.00173192,0.0649891,0.07,+0.0050109
Methanococcus vannielii,2,2,+0,0.00012249,0,-0.00012249,0.000962802,0,-0.000962802
Methanococcus voltae,4,3,-1,0.00024498,0,-0.00024498,0.0019256,0,-0.0019256
Methanoculleus marisnigri,23,23,+0,0.00140864,0,-0.00140864,0.0110722,0.01,-0.0010722
Methanohalobium evestigatum,47,47,+0,0.00287852,0,-0.00287852,0.0226259,0.02,-0.0026259
Methanolacinia petrolearia,23,23,+0,0.00140864,0,-0.00140864,0.0110722,0.01,-0.0010722
Methanopyrus kandleri,2,2,+0,0.00012249,0,-0.00012249,0.000962802,0,-0.000962802
Methanosarcina acetivorans,80,67,-13,0.0048996,0,-0.0048996,0.0385121,0.03,-0.0085121
Methanosarcina siciliae,1172,1186,+14,0.0717792,0.07,-0.0017792,0.564202,0.57,+0.005798
Methanosarcina sp. MTP4,45,46,+1,0.00275603,0,-0.00275603,0.021663,0.02,-0.001663
Methanosarcina sp. WH1,120,116,-4,0.0073494,0.01,+0.0026506,0.0577681,0.06,+0.0022319
Methanothermococcus okinawensis,38,38,+0,0.00232731,0,-0.00232731,0.0182932,0.02,+0.0017068
Methyloceanibacter caenitepidi,919,918,-1,0.0562842,0.06,+0.0037158,0.442408,0.44,-0.002408
Methylomonas methanica,884,879,-5,0.0541406,0.05,-0.0041406,0.425559,0.42,-0.005559
Methylophaga frappieri,18,11,-7,0.00110241,0,-0.00110241,0.00866522,0.01,+0.00133478
Methylophaga nitratireducenticrescens,8,6,-2,0.00048996,0,-0.00048996,0.00385121,0,-0.00385121
Methylophilales bacterium MBRS-H7,10,12,+2,0.00061245,0,-0.00061245,0.00481401,0.01,+0.00518599
Methylophilales bacterium MBRSF5,86,87,+1,0.00526707,0.01,+0.00473293,0.0414005,0.04,-0.0014005
Methylophilales bacterium MBRSG12,18,16,-2,0.00110241,0,-0.00110241,0.00866522,0.01,+0.00133478
Microbacterium sp. LKL04,3,3,+0,0.000183735,0,-0.000183735,0.0014442,0,-0.0014442
Micromonospora krabiensis,52,50,-2,0.00318474,0,-0.00318474,0.0250329,0.02,-0.0050329
Micromonospora maris,37,35,-2,0.00226607,0,-0.00226607,0.0178118,0.02,+0.0021882
Moorena producens,1151,1153,+2,0.070493,0.07,-0.000493,0.554093,0.56,+0.005907
Moritella viscosa,2350,2341,-9,0.143926,0.14,-0.003926,1.13129,1.13,-0.00129
Mycobacteroides chelonae,4,4,+0,0.00024498,0,-0.00024498,0.0019256,0,-0.0019256
Mycolicibacterium chubuense,3,4,+1,0.000183735,0,-0.000183735,0.0014442,0,-0.0014442
Mycolicibacterium rhodesiae,4,6,+2,0.00024498,0,-0.00024498,0.0019256,0,-0.0019256
Myroides profundi,10,8,-2,0.00061245,0,-0.00061245,0.00481401,0,-0.00481401
Nanoarchaeum equitans,29,29,+0,0.00177611,0,-0.00177611,0.0139606,0.01,-0.0039606
Nanohaloarchaea archaeon SG9,16,16,+0,0.00097992,0,-0.00097992,0.00770242,0.01,+0.00229758
Nautilia profundicola,16,15,-1,0.00097992,0,-0.00097992,0.00770242,0.01,+0.00229758
Neorickettsia helminthoeca,3,3,+0,0.000183735,0,-0.000183735,0.0014442,0,-0.0014442
Nitratifractor salsuginis,80,80,+0,0.0048996,0,-0.0048996,0.0385121,0.04,+0.0014879
Nitratiruptor sp. SB155-2,3,3,+0,0.000183735,0,-0.000183735,0.0014442,0,-0.0014442
Nitrosococcus halophilus,5338,5343,+5,0.326926,0.33,+0.003074,2.56972,2.57,+0.00028
