Name,Count (cami2_sample3_abundance),Count (cami2_marine_sample3_abundance_jn05),Count (diff),Proportion_All(%) (cami2_sample3_abundance),Proportion_All(%) (cami2_marine_sample3_abundance_jn05),Proportion_All(%) (diff),Proportion_Classified(%) (cami2_sample3_abundance),Proportion_Classified(%) (cami2_marine_sample3_abundance_jn05),Proportion_Classified(%) (diff)
Altererythrobacter epoxidivorans,38,43,+5,0.00230541,0,-0.00230541,0.0204738,0.02,-0.0004738
Altererythrobacter ishigakiensis,57,57,+0,0.00345811,0,-0.00345811,0.0307107,0.03,-0.0007107
Alteromonas australica,279,261,-18,0.0169265,0.02,+0.0030735,0.150321,0.14,-0.010321
Alteromonas macleodii,1716,1614,-102,0.104107,0.1,-0.004107,0.924554,0.87,-0.054554
Alteromonas mediterranea,19961,20157,+196,1.21101,1.22,+0.00899,10.7547,10.86,+0.1053
Alteromonas naphthalenivorans,58,52,-6,0.00351878,0,-0.00351878,0.0312495,0.03,-0.0012495
Alteromonas sp. Mex14,116,87,-29,0.00703756,0.01,+0.00296244,0.062499,0.05,-0.012499
Alteromonas sp. RW2A1,331,318,-13,0.0200813,0.02,-8.13e-05,0.178338,0.17,-0.008338
Alteromonas stellipolaris,307,342,+35,0.0186253,0.02,+0.0013747,0.165407,0.18,+0.014593
Aquibium oceanicum,77,81,+4,0.00467148,0,-0.00467148,0.0414864,0.04,-0.0014864
Arcanobacterium phocae,16,15,-1,0.000970698,0,-0.000970698,0.00862055,0.01,+0.00137945
Archaeoglobus fulgidus,486,489,+3,0.0294849,0.03,+0.0005151,0.261849,0.26,-0.001849
Archaeoglobus profundus,14,14,+0,0.00084936,0,-0.00084936,0.00754298,0.01,+0.00245702
Archaeoglobus veneficus,2,1,-1,0.000121337,0,-0.000121337,0.00107757,0,-0.00107757
Arthrobacter sp. PAMC 25486,7,5,-2,0.00042468,0,-0.00042468,0.00377149,0,-0.00377149
Aurantiacibacter atlanticus,7,6,-1,0.00042468,0,-0.00042468,0.00377149,0,-0.00377149
Aurantiacibacter gangjinensis,59,61,+2,0.00357945,0,-0.00357945,0.0317883,0.03,-0.0017883
Bacillus infantis,336,331,-5,0.0203847,0.02,-0.0003847,0.181032,0.18,-0.001032
Bacillus safensis,161,159,-2,0.00976765,0.01,+0.00023235,0.0867443,0.09,+0.0032557
Bacillus sp. Pc3,65,55,-10,0.00394346,0,-0.00394346,0.035021,0.03,-0.005021
Bacillus velezensis,88,98,+10,0.00533884,0.01,+0.00466116,0.047413,0.05,+0.002587
Bacillus weihaiensis,11,12,+1,0.000667355,0,-0.000667355,0.00592663,0.01,+0.00407337
Bdellovibrio bacteriovorus,267,267,+0,0.0161985,0.02,+0.0038015,0.143855,0.14,-0.003855
Belliella baltica,153,155,+2,0.0092823,0.01,+0.0007177,0.082434,0.08,-0.002434
Bernardetia litoralis,294,295,+1,0.0178366,0.02,+0.0021634,0.158403,0.16,+0.001597
Brucella ceti,498,441,-57,0.030213,0.03,-0.000213,0.268315,0.24,-0.028315
Brucella pinnipedialis,269,328,+59,0.0163199,0.02,+0.0036801,0.144933,0.18,+0.035067
Brucella sp. 141012304,205,202,-3,0.0124371,0.01,-0.0024371,0.110451,0.11,-0.000451
Brumicola nitratireducens,708,702,-6,0.0429534,0.04,-0.0029534,0.381459,0.38,-0.001459
Caldithrix abyssi,102,101,-1,0.0061882,0.01,+0.0038118,0.054956,0.05,-0.004956
Campylobacter lari,14,19,+5,0.00084936,0,-0.00084936,0.00754298,0.01,+0.00245702
Campylobacter peloridis,6,5,-1,0.000364012,0,-0.000364012,0.00323271,0,-0.00323271
Candidatus Aciduliprofundum boonei,6,7,+1,0.000364012,0,-0.000364012,0.00323271,0,-0.00323271
Candidatus Aquiluna sp. UB-MaderosW2red,10,10,+0,0.000606686,0,-0.000606686,0.00538784,0.01,+0.00461216
Candidatus Atelocyanobacterium thalassae,141,141,+0,0.00855427,0.01,+0.00144573,0.0759686,0.08,+0.0040314
Candidatus Cenarchaeum symbiosum,48,47,-1,0.00291209,0,-0.00291209,0.0258617,0.03,+0.0041383
Candidatus Endolissoclinum faulkneri,1151,1150,-1,0.0698296,0.07,+0.0001704,0.620141,0.62,-0.000141
Candidatus Filomicrobium marinum,63,63,+0,0.00382212,0,-0.00382212,0.0339434,0.03,-0.0039434
Candidatus Francisella endociliophora,25,24,-1,0.00151672,0,-0.00151672,0.0134696,0.01,-0.0034696
Candidatus Izimoplasma sp. HR1,216,216,+0,0.0131044,0.01,-0.0031044,0.116377,0.12,+0.003623
Candidatus Nitrosopelagicus brevis,129,129,+0,0.00782625,0.01,+0.00217375,0.0695032,0.07,+0.0004968
Candidatus Nitrosopumilus koreensis,28,30,+2,0.00169872,0,-0.00169872,0.015086,0.02,+0.004914
Candidatus Nitrosopumilus sediminis,273,274,+1,0.0165625,0.02,+0.0034375,0.147088,0.15,+0.002912
Candidatus Pelagibacter communis,7,7,+0,0.00042468,0,-0.00042468,0.00377149,0,-0.00377149
Candidatus Pelagibacter sp. IMCC9063,2,2,+0,0.000121337,0,-0.000121337,0.00107757,0,-0.00107757
Candidatus Pseudothioglobus singularis,83,85,+2,0.00503549,0.01,+0.00496451,0.0447191,0.05,+0.0052809
Candidatus Puniceispirillum marinum,1,N/A,N/A,6.06686e-05,N/A,N/A,0.000538784,N/A,N/A
Candidatus Ruthturnera calyptogenae,23,25,+2,0.00139538,0,-0.00139538,0.012392,0.01,-0.002392
Candidatus Thioglobus autotrophicus,5,4,-1,0.000303343,0,-0.000303343,0.00269392,0,-0.00269392
Candidatus Vesicomyidisocius calyptogenae,1,1,+0,6.06686e-05,0,-6.06686e-05,0.000538784,0,-0.000538784
Carnobacterium sp. 17-4,5,5,+0,0.000303343,0,-0.000303343,0.00269392,0,-0.00269392
Celeribacter indicus,156,164,+8,0.0094643,0.01,+0.0005357,0.0840504,0.09,+0.0059496
Celeribacter marinus,86,84,-2,0.0052175,0.01,+0.0047825,0.0463355,0.05,+0.0036645
Cellulophaga algicola,148,143,-5,0.00897895,0.01,+0.00102105,0.0797401,0.08,+0.0002599
Cellulophaga baltica,378,376,-2,0.0229327,0.02,-0.0029327,0.203661,0.2,-0.003661
Cellulophaga lytica,851,860,+9,0.051629,0.05,-0.001629,0.458506,0.46,+0.001494
Cereibacter sphaeroides,77,73,-4,0.00467148,0,-0.00467148,0.0414864,0.04,-0.0014864
Chlorobium phaeobacteroides,8,7,-1,0.000485349,0,-0.000485349,0.00431028,0,-0.00431028
Chlorobium phaeovibrioides,57,58,+1,0.00345811,0,-0.00345811,0.0307107,0.03,-0.0007107
Chloroherpeton thalassium,246,248,+2,0.0149245,0.02,+0.0050755,0.132541,0.13,-0.002541
Christiangramia forsetii,13,9,-4,0.000788692,0,-0.000788692,0.0070042,0,-0.0070042
Christiangramia salexigens,9,9,+0,0.000546017,0,-0.000546017,0.00484906,0,-0.00484906
Chromohalobacter israelensis,60,56,-4,0.00364012,0,-0.00364012,0.0323271,0.03,-0.0023271
Citromicrobium sp. JL477,38,38,+0,0.00230541,0,-0.00230541,0.0204738,0.02,-0.0004738
Clostridium botulinum,1093,1088,-5,0.0663108,0.07,+0.0036892,0.588891,0.59,+0.001109
Colwellia psychrerythraea,629,636,+7,0.0381606,0.04,+0.0018394,0.338895,0.34,+0.001105
Colwellia sp. MT41,321,314,-7,0.0194746,0.02,+0.0005254,0.17295,0.17,-0.00295
Colwellia sp. PAMC 20917,114,119,+5,0.00691622,0.01,+0.00308378,0.0614214,0.06,-0.0014214
Coraliomargarita akajimensis,5,4,-1,0.000303343,0,-0.000303343,0.00269392,0,-0.00269392
Corallococcus macrosporus,181,181,+0,0.010981,0.01,-0.000981,0.09752,0.1,+0.00248
Corynebacterium marinum,43,42,-1,0.00260875,0,-0.00260875,0.0231677,0.02,-0.0031677
Corynebacterium maris,28,29,+1,0.00169872,0,-0.00169872,0.015086,0.02,+0.004914
Corynebacterium phocae,376,379,+3,0.0228114,0.02,-0.0028114,0.202583,0.2,-0.002583
Corynebacterium sphenisci,10,8,-2,0.000606686,0,-0.000606686,0.00538784,0,-0.00538784
Corynebacterium stationis,148,147,-1,0.00897895,0.01,+0.00102105,0.0797401,0.08,+0.0002599
Croceibacter atlanticus,61,58,-3,0.00370078,0,-0.00370078,0.0328658,0.03,-0.0028658
Croceibacterium atlanticum,43,43,+0,0.00260875,0,-0.00260875,0.0231677,0.02,-0.0031677
Croceicoccus naphthovorans,61,55,-6,0.00370078,0,-0.00370078,0.0328658,0.03,-0.0028658
Crocosphaera subtropica,3,2,-1,0.000182006,0,-0.000182006,0.00161635,0,-0.00161635
Cupriavidus malaysiensis,296,295,-1,0.0179579,0.02,+0.0020421,0.15948,0.16,+0.00052
Cyclobacterium amurskyense,143,146,+3,0.00867561,0.01,+0.00132439,0.0770462,0.08,+0.0029538
Cyclobacterium marinum,56,49,-7,0.00339744,0,-0.00339744,0.0301719,0.03,-0.0001719
Cycloclasticus sp. P1,2117,2314,+197,0.128435,0.14,+0.011565,1.14061,1.25,+0.10939
Cycloclasticus zancles,2421,2221,-200,0.146879,0.13,-0.016879,1.3044,1.2,-0.1044
Denitrovibrio acetiphilus,59,58,-1,0.00357945,0,-0.00357945,0.0317883,0.03,-0.0017883
Desulfobacula toluolica,1819,1818,-1,0.110356,0.11,-0.000356,0.980049,0.98,-4.9e-05
Desulfocapsa sulfexigens,367,372,+5,0.0222654,0.02,-0.0022654,0.197734,0.2,+0.002266
Desulfococcus multivorans,794,791,-3,0.0481709,0.05,+0.0018291,0.427795,0.43,+0.002205
Desulfocurvibacter africanus,446,452,+6,0.0270582,0.03,+0.0029418,0.240298,0.24,-0.000298
Desulforamulus reducens,4,3,-1,0.000242674,0,-0.000242674,0.00215514,0,-0.00215514
Desulforapulum autotrophicum,1379,1383,+4,0.083662,0.08,-0.003662,0.742984,0.75,+0.007016
Desulfotalea psychrophila,1043,1034,-9,0.0632774,0.06,-0.0032774,0.561952,0.56,-0.001952
Dinoroseobacter shibae,49,45,-4,0.00297276,0,-0.00297276,0.0264004,0.02,-0.0064004
Dokdonia donghaensis,74,76,+2,0.00448948,0,-0.00448948,0.03987,0.04,+0.00013
Dokdonia sp. 4H-3-7-5,40,40,+0,0.00242674,0,-0.00242674,0.0215514,0.02,-0.0015514
Dokdonia sp. MED134,27,25,-2,0.00163805,0,-0.00163805,0.0145472,0.01,-0.0045472
Dokdonia sp. PRO95,13,14,+1,0.000788692,0,-0.000788692,0.0070042,0.01,+0.0029958
Draconibacterium orientale,65,65,+0,0.00394346,0,-0.00394346,0.035021,0.04,+0.004979
Echinicola vietnamensis,85,85,+0,0.00515683,0.01,+0.00484317,0.0457967,0.05,+0.0042033
Edwardsiella anguillarum,64,54,-10,0.00388279,0,-0.00388279,0.0344822,0.03,-0.0044822
Edwardsiella piscicida,331,357,+26,0.0200813,0.02,-8.13e-05,0.178338,0.19,+0.011662
Erythrobacter litoralis,1433,1449,+16,0.0869381,0.09,+0.0030619,0.772078,0.78,+0.007922
Ferrimonas balearica,8,5,-3,0.000485349,0,-0.000485349,0.00431028,0,-0.00431028
Ferroglobus placidus,1,N/A,N/A,6.06686e-05,N/A,N/A,0.000538784,N/A,N/A
Fervidobacterium pennivorans,3,5,+2,0.000182006,0,-0.000182006,0.00161635,0,-0.00161635
Fibrella aestuarina,1,1,+0,6.06686e-05,0,-6.06686e-05,0.000538784,0,-0.000538784
Flagellimonas lutaonensis,570,570,+0,0.0345811,0.03,-0.0045811,0.307107,0.31,+0.002893
Flagellimonas ruestringensis,250,250,+0,0.0151672,0.02,+0.0048328,0.134696,0.13,-0.004696
Flammeovirga sp. MY04,1536,1541,+5,0.093187,0.09,-0.003187,0.827573,0.83,+0.002427
Flavobacteriaceae bacterium MAR_2010_188,73,72,-1,0.00442881,0,-0.00442881,0.0393313,0.04,+0.0006687
Flavobacteriaceae bacterium UJ101,64,63,-1,0.00388279,0,-0.00388279,0.0344822,0.03,-0.0044822
Flavobacterium crassostreae,108,106,-2,0.00655221,0.01,+0.00344779,0.0581887,0.06,+0.0018113
Flavobacterium psychrophilum,2533,2554,+21,0.153674,0.15,-0.003674,1.36474,1.38,+0.01526
Flexistipes sinusarabici,3,2,-1,0.000182006,0,-0.000182006,0.00161635,0,-0.00161635
Formosa agariphila,107,111,+4,0.00649154,0.01,+0.00350846,0.0576499,0.06,+0.0023501
Formosa haliotis,917,913,-4,0.0556331,0.06,+0.0043669,0.494065,0.49,-0.004065
Formosa sp. Hel1_33_131,8,8,+0,0.000485349,0,-0.000485349,0.00431028,0,-0.00431028
Formosa sp. Hel3_A1_48,126,127,+1,0.00764424,0.01,+0.00235576,0.0678868,0.07,+0.0021132
Francisella orientalis,99,101,+2,0.00600619,0.01,+0.00399381,0.0533397,0.05,-0.0033397
Francisella uliginis,24,22,-2,0.00145605,0,-0.00145605,0.0129308,0.01,-0.0029308
Geobacillus kaustophilus,160,164,+4,0.00970698,0.01,+0.00029302,0.0862055,0.09,+0.0037945
Geoglobus acetivorans,14,14,+0,0.00084936,0,-0.00084936,0.00754298,0.01,+0.00245702
Geoglobus ahangari,8,8,+0,0.000485349,0,-0.000485349,0.00431028,0,-0.00431028
Gillisia sp. Hel1_33_143,31,34,+3,0.00188073,0,-0.00188073,0.0167023,0.02,+0.0032977
Glaciecola sp. 4H-3-7+YE-5,343,343,+0,0.0208093,0.02,-0.0008093,0.184803,0.18,-0.004803
Gloeomargarita lithophora,393,393,+0,0.0238428,0.02,-0.0038428,0.211742,0.21,-0.001742
Gramella sp. MAR_2010_102,216,211,-5,0.0131044,0.01,-0.0031044,0.116377,0.11,-0.006377
Gramella sp. MAR_2010_147,17,18,+1,0.00103137,0,-0.00103137,0.00915933,0.01,+0.00084067
Hahella chejuensis,499,500,+1,0.0302736,0.03,-0.0002736,0.268853,0.27,+0.001147
Haliangium ochraceum,9,5,-4,0.000546017,0,-0.000546017,0.00484906,0,-0.00484906
Haloarcula hispanica,26,26,+0,0.00157738,0,-0.00157738,0.0140084,0.01,-0.0040084
Haloarcula sp. CBA1115,17,17,+0,0.00103137,0,-0.00103137,0.00915933,0.01,+0.00084067
Halobacteriovorax marinus,137,137,+0,0.0083116,0.01,+0.0016884,0.0738135,0.07,-0.0038135
Halodesulfurarchaeum formicicum,36,36,+0,0.00218407,0,-0.00218407,0.0193962,0.02,+0.0006038
Haloferax gibbonsii,3,3,+0,0.000182006,0,-0.000182006,0.00161635,0,-0.00161635
Haloferax mediterranei,84,84,+0,0.00509616,0.01,+0.00490384,0.0452579,0.05,+0.0047421
Halogeometricum borinquense,27,28,+1,0.00163805,0,-0.00163805,0.0145472,0.02,+0.0054528
Halolamina sediminis,19,19,+0,0.0011527,0,-0.0011527,0.0102369,0.01,-0.0002369
Halomonas aestuarii,525,521,-4,0.031851,0.03,-0.001851,0.282862,0.28,-0.002862
Halomonas elongata,24,25,+1,0.00145605,0,-0.00145605,0.0129308,0.01,-0.0029308
Halomonas sp. A3H3,1226,1210,-16,0.0743797,0.07,-0.0043797,0.66055,0.65,-0.01055
Halomonas sp. R57-5,696,715,+19,0.0422253,0.04,-0.0022253,0.374994,0.39,+0.015006
Halopseudomonas litoralis,88,85,-3,0.00533884,0.01,+0.00466116,0.047413,0.05,+0.002587
Haloquadratum walsbyi,261,261,+0,0.0158345,0.02,+0.0041655,0.140623,0.14,-0.000623
Halorhabdus tiamatea,162,162,+0,0.00982831,0.01,+0.00017169,0.0872831,0.09,+0.0027169
Helicobacter cetorum,12,10,-2,0.000728023,0,-0.000728023,0.00646541,0.01,+0.00353459
Helicobacter enhydrae,57,57,+0,0.00345811,0,-0.00345811,0.0307107,0.03,-0.0007107
Hippea maritima,13,13,+0,0.000788692,0,-0.000788692,0.0070042,0.01,+0.0029958
Hirschia baltica,44,43,-1,0.00266942,0,-0.00266942,0.0237065,0.02,-0.0037065
Hoeflea sp. IMCC20628,177,177,+0,0.0107383,0.01,-0.0007383,0.0953648,0.1,+0.0046352
Hydrogenophaga crassostreae,544,538,-6,0.0330037,0.03,-0.0030037,0.293099,0.29,-0.003099
Hydrogenovibrio crunogenus,62,61,-1,0.00376145,0,-0.00376145,0.0334046,0.03,-0.0034046
Hyperthermus butylicus,4067,4070,+3,0.246739,0.25,+0.003261,2.19124,2.19,-0.00124
Hyphomicrobium nitrativorans,540,539,-1,0.032761,0.03,-0.002761,0.290944,0.29,-0.000944
Hyphomonas neptunium,734,731,-3,0.0445308,0.04,-0.0045308,0.395468,0.39,-0.005468
Hyphomonas sp. Mor2,82,82,+0,0.00497483,0,-0.00497483,0.0441803,0.04,-0.0041803
Idiomarina loihiensis,15,17,+2,0.000910029,0,-0.000910029,0.00808177,0.01,+0.00191823
Ignicoccus hospitalis,15,12,-3,0.000910029,0,-0.000910029,0.00808177,0.01,+0.00191823
Ignicoccus islandicus,18,16,-2,0.00109203,0,-0.00109203,0.00969812,0.01,+0.00030188
Ilumatobacter coccineus,1142,1140,-2,0.0692835,0.07,+0.0007165,0.615292,0.61,-0.005292
Ilyobacter polytropus,153,148,-5,0.0092823,0.01,+0.0007177,0.082434,0.08,-0.002434
Isoalcanivorax pacificus,55,62,+7,0.00333677,0,-0.00333677,0.0296331,0.03,+0.0003669
Jannaschia sp. CCS1,56,55,-1,0.00339744,0,-0.00339744,0.0301719,0.03,-0.0001719
Kangiella geojedonensis,88,88,+0,0.00533884,0.01,+0.00466116,0.047413,0.05,+0.002587
Kangiella koreensis,38,37,-1,0.00230541,0,-0.00230541,0.0204738,0.02,-0.0004738
Kangiella sediminilitoris,29,27,-2,0.00175939,0,-0.00175939,0.0156247,0.01,-0.0056247
Kiritimatiella glycovorans,3,3,+0,0.000182006,0,-0.000182006,0.00161635,0,-0.00161635
Kosmotoga olearia,56,56,+0,0.00339744,0,-0.00339744,0.0301719,0.03,-0.0001719
Kosmotoga pacifica,1,1,+0,6.06686e-05,0,-6.06686e-05,0.000538784,0,-0.000538784
Kytococcus sedentarius,25,24,-1,0.00151672,0,-0.00151672,0.0134696,0.01,-0.0034696
Lacimicrobium alkaliphilum,60,60,+0,0.00364012,0,-0.00364012,0.0323271,0.03,-0.0023271
Lacinutrix sp. 5H-3-7-4,1652,1645,-7,0.100225,0.1,-0.000225,0.890072,0.89,-7.2e-05
Lactococcus garvieae,154,157,+3,0.00934297,0.01,+0.00065703,0.0829728,0.08,-0.0029728
Leisingera methylohalidivorans,231,226,-5,0.0140144,0.01,-0.0040144,0.124459,0.12,-0.004459
Leuconostoc lactis,44,44,+0,0.00266942,0,-0.00266942,0.0237065,0.02,-0.0037065
Luteimonas sp. JM171,103,103,+0,0.00624887,0.01,+0.00375113,0.0554948,0.06,+0.0045052
Magnetococcus marinus,518,520,+2,0.0314263,0.03,-0.0014263,0.27909,0.28,+0.00091
Magnetospira sp. QH-2,1197,1195,-2,0.0726203,0.07,-0.0026203,0.644925,0.64,-0.004925
Maribacter sp. 1_2014MBL_MicDiv,257,235,-22,0.0155918,0.01,-0.0055918,0.138468,0.13,-0.008468
Maribacter sp. HTCC2170,37,31,-6,0.00224474,0,-0.00224474,0.019935,0.02,+6.5e-05
Maribacter sp. MAR_2009_60,333,357,+24,0.0202026,0.02,-0.0002026,0.179415,0.19,+0.010585
Maricaulis maris,31,29,-2,0.00188073,0,-0.00188073,0.0167023,0.02,+0.0032977
Maridesulfovibrio hydrothermalis,587,584,-3,0.0356125,0.04,+0.0043875,0.316266,0.31,-0.006266
Maridesulfovibrio salexigens,14,19,+5,0.00084936,0,-0.00084936,0.00754298,0.01,+0.00245702
Marinithermus hydrothermalis,197,197,+0,0.0119517,0.01,-0.0019517,0.106141,0.11,+0.003859
Marinitoga piezophila,42,38,-4,0.00254808,0,-0.00254808,0.0226289,0.02,-0.0026289
Marinitoga sp. 1137,40,42,+2,0.00242674,0,-0.00242674,0.0215514,0.02,-0.0015514
Marinobacter adhaerens,22,20,-2,0.00133471,0,-0.00133471,0.0118533,0.01,-0.0018533
Marinobacter nauticus,229,243,+14,0.0138931,0.01,-0.0038931,0.123382,0.13,+0.006618
Marinobacter psychrophilus,44,52,+8,0.00266942,0,-0.00266942,0.0237065,0.03,+0.0062935
Marinobacter salarius,306,309,+3,0.0185646,0.02,+0.0014354,0.164868,0.17,+0.005132
Marinobacter salinus,50,50,+0,0.00303343,0,-0.00303343,0.0269392,0.03,+0.0030608
Marinobacter similis,123,123,+0,0.00746224,0.01,+0.00253776,0.0662705,0.07,+0.0037295
Marinobacter sp. BSs20148,90,84,-6,0.00546017,0.01,+0.00453983,0.0484906,0.05,+0.0015094
Marinobacter sp. CP1,30,24,-6,0.00182006,0,-0.00182006,0.0161635,0.01,-0.0061635
Marinobacterium aestuarii,161,152,-9,0.00976765,0.01,+0.00023235,0.0867443,0.08,-0.0067443
Marinomonas mediterranea,571,580,+9,0.0346418,0.04,+0.0053582,0.307646,0.31,+0.002354
Marinomonas posidonica,1246,1247,+1,0.0755931,0.08,+0.0044069,0.671325,0.67,-0.001325
Marinomonas sp. MWYL1,259,251,-8,0.0157132,0.02,+0.0042868,0.139545,0.14,+0.000455
Marinovum algicola,48,46,-2,0.00291209,0,-0.00291209,0.0258617,0.02,-0.0058617
Marivirga tractuosa,770,770,+0,0.0467148,0.05,+0.0032852,0.414864,0.41,-0.004864
Marivivens sp. JLT3646,13,12,-1,0.000788692,0,-0.000788692,0.0070042,0.01,+0.0029958
Methanocaldococcus bathoardescens,34,34,+0,0.00206273,0,-0.00206273,0.0183187,0.02,+0.0016813
Methanocaldococcus fervens,6,5,-1,0.000364012,0,-0.000364012,0.00323271,0,-0.00323271
Methanocaldococcus infernus,2,3,+1,0.000121337,0,-0.000121337,0.00107757,0,-0.00107757
Methanocaldococcus jannaschii,63,62,-1,0.00382212,0,-0.00382212,0.0339434,0.03,-0.0039434
Methanocaldococcus sp. FS406-22,6,6,+0,0.000364012,0,-0.000364012,0.00323271,0,-0.00323271
Methanocaldococcus vulcanius,178,179,+1,0.010799,0.01,-0.000799,0.0959036,0.1,+0.0040964
Methanococcoides methylutens,34,35,+1,0.00206273,0,-0.00206273,0.0183187,0.02,+0.0016813
Methanococcus aeolicus,2,2,+0,0.000121337,0,-0.000121337,0.00107757,0,-0.00107757
Methanococcus maripaludis,98,98,+0,0.00594552,0.01,+0.00405448,0.0528009,0.05,-0.0028009
Methanococcus vannielii,4,3,-1,0.000242674,0,-0.000242674,0.00215514,0,-0.00215514
Methanococcus voltae,26,27,+1,0.00157738,0,-0.00157738,0.0140084,0.01,-0.0040084
Methanoculleus marisnigri,1,1,+0,6.06686e-05,0,-6.06686e-05,0.000538784,0,-0.000538784
Methanohalobium evestigatum,1,1,+0,6.06686e-05,0,-6.06686e-05,0.000538784,0,-0.000538784
Methanohalophilus halophilus,62,62,+0,0.00376145,0,-0.00376145,0.0334046,0.03,-0.0034046
Methanolacinia petrolearia,1,1,+0,6.06686e-05,0,-6.06686e-05,0.000538784,0,-0.000538784
Methanopyrus kandleri,6,6,+0,0.000364012,0,-0.000364012,0.00323271,0,-0.00323271
Methanosarcina acetivorans,147,109,-38,0.00891828,0.01,+0.00108172,0.0792013,0.06,-0.0192013
Methanosarcina siciliae,2178,2215,+37,0.132136,0.13,-0.002136,1.17347,1.19,+0.01653
Methanosarcina sp. MTP4,373,376,+3,0.0226294,0.02,-0.0026294,0.200967,0.2,-0.000967
Methanosarcina sp. WH1,47,45,-2,0.00285142,0,-0.00285142,0.0253229,0.02,-0.0053229
Methanothermococcus okinawensis,1,1,+0,6.06686e-05,0,-6.06686e-05,0.000538784,0,-0.000538784
Methanotorris igneus,37,37,+0,0.00224474,0,-0.00224474,0.019935,0.02,+6.5e-05
Methyloceanibacter caenitepidi,771,771,+0,0.0467755,0.05,+0.0032245,0.415403,0.42,+0.004597
Methylomonas methanica,1657,1656,-1,0.100528,0.1,-0.000528,0.892766,0.89,-0.002766
Methylophaga frappieri,30,19,-11,0.00182006,0,-0.00182006,0.0161635,0.01,-0.0061635
Methylophaga nitratireducenticrescens,89,85,-4,0.00539951,0.01,+0.00460049,0.0479518,0.05,+0.0020482
Methylophilales bacterium MBRS-H7,63,59,-4,0.00382212,0,-0.00382212,0.0339434,0.03,-0.0039434
Methylophilales bacterium MBRSF5,295,301,+6,0.0178972,0.02,+0.0021028,0.158941,0.16,+0.001059
Methylophilales bacterium MBRSG12,37,35,-2,0.00224474,0,-0.00224474,0.019935,0.02,+6.5e-05
Microbacterium sp. LKL04,8,6,-2,0.000485349,0,-0.000485349,0.00431028,0,-0.00431028
Micromonospora krabiensis,103,95,-8,0.00624887,0.01,+0.00375113,0.0554948,0.05,-0.0054948
Micromonospora maris,208,202,-6,0.0126191,0.01,-0.0026191,0.112067,0.11,-0.002067
Moorena producens,265,262,-3,0.0160772,0.02,+0.0039228,0.142778,0.14,-0.002778
Moritella viscosa,1484,1485,+1,0.0900322,0.09,-3.22e-05,0.799556,0.8,+0.000444
Mycobacteroides chelonae,2,2,+0,0.000121337,0,-0.000121337,0.00107757,0,-0.00107757
Mycolicibacterium chubuense,7,7,+0,0.00042468,0,-0.00042468,0.00377149,0,-0.00377149
Mycolicibacterium rhodesiae,45,46,+1,0.00273009,0,-0.00273009,0.0242453,0.02,-0.0042453
Myroides profundi,78,78,+0,0.00473215,0,-0.00473215,0.0420252,0.04,-0.0020252
Nanoarchaeum equitans,81,82,+1,0.00491416,0,-0.00491416,0.0436415,0.04,-0.0036415
Nanohaloarchaea archaeon SG9,62,62,+0,0.00376145,0,-0.00376145,0.0334046,0.03,-0.0034046
